time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
4 March 1933,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
1953,CD,YEAR_REGEX_1,TIME,time_reference,2,1
1955,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1957,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1957,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1959,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1960,CD,YEAR_REGEX_1,TIME,time_reference,3,1
2002,CD,YEAR_REGEX_1,TIME,time_reference,5,1
1955,CD,YEAR_REGEX_1,TIME,time_reference,6,1
