time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"April 17 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Avriel Benjamin ""Avi"" Kaplan (born April 17, 1989) is an American singer and songwriter.",0,0,,38574561
2011 to 2017,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He is known for his deep bass voice, and for his tenure as the vocal bass of the a cappella group Pentatonix from 2011 to 2017.",1,0,,38574561
June 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In June 2017, Kaplan released his solo debut EP Sage and Stone, released under the name Avriel & the Sequoias and more oriented towards folk, in which he also plays guitar.",3,0,,38574561
March 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In March 2019, he premiered a new song, ""Change on the Rise"", now resuming using the name Avi Kaplan.",4,0,,38574561
now,RB,TIMELINE_REGEX,TIME,time_reference,"In March 2019, he premiered a new song, ""Change on the Rise"", now resuming using the name Avi Kaplan.",4,0,,38574561
February 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"His second EP, I'll Get By, was released in February 2020.",5,0,,38574561
"April 17 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Avriel Benjamin Kaplan was born and raised in Visalia, California on April 17, 1989.",0,2,== Early life and education ==,38574561
now,RB,TIMELINE_REGEX,TIME,time_reference,"He has two older siblings; brother Joshua, and sister Esther (now Koop).",1,2,== Early life and education ==,38574561
2012 to 2019,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,Koop served as the tour manager for Pentatonix from 2012 to 2019.,2,2,== Early life and education ==,38574561
2009–2011,CD,YEAR_REGEX_1,TIME,time_reference,Early career (2009–2011),1,4,== Career == | === Early career (2009–2011) ===,38574561
Nowhere,NNP,TIMELINE_REGEX,TIME,time_reference,"During his time in college, he joined the all-male a cappella group Fermata Nowhere.",1,5,== Career == | === Early career (2009–2011) ===,38574561
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009, the group became the first community college act to win the International Championship of Collegiate A Cappella (ICCAs).",2,5,== Career == | === Early career (2009–2011) ===,38574561
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"In his junior year of college, he joined the vocal jazz ensemble Singcopation.",5,5,== Career == | === Early career (2009–2011) ===,38574561
first year,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In his first year as a member, the ensemble won the Monterrey Jazz Festival Competition.",6,5,== Career == | === Early career (2009–2011) ===,38574561
2011–2017,CD,YEAR_REGEX_1,TIME,time_reference,Pentatonix (2011–2017),1,6,== Career == | === Pentatonix (2011–2017) ===,38574561
2011,CD,YEAR_REGEX_1,TIME,time_reference,"Kaplan joined Pentatonix in 2011, when original members Kirstin Maldonado, Mitch Grassi and Scott Hoying were searching for a bass singer and a beatboxer.",0,7,== Career == | === Pentatonix (2011–2017) ===,38574561
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,The group met the day before the auditions for the third season of The Sing-Off began.,1,7,== Career == | === Pentatonix (2011–2017) ===,38574561
2011,CD,YEAR_REGEX_1,TIME,time_reference,The group successfully auditioned for the show and eventually went on to win the title for 2011 (season three).,2,7,== Career == | === Pentatonix (2011–2017) ===,38574561
"February 8 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 8, 2015, Pentatonix won their first Grammy for Best Arrangement, Instrumental or A Cappella for their Daft Punk medley.",1,8,== Career == | === Pentatonix (2011–2017) ===,38574561
"February 15 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 15, 2016, Pentatonix won their second Grammy in the same category for their rendition of “Dance of the Sugar Plum Fairy”, which was featured on their holiday album, That's Christmas to Me.",2,8,== Career == | === Pentatonix (2011–2017) ===,38574561
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,"On February 15, 2016, Pentatonix won their second Grammy in the same category for their rendition of “Dance of the Sugar Plum Fairy”, which was featured on their holiday album, That's Christmas to Me.",2,8,== Career == | === Pentatonix (2011–2017) ===,38574561
"February 12 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 12, 2017, Pentatonix won their third Grammy for Best Country Duo/Group Performance for their cover of ""Jolene"", which featured Dolly Parton.",3,8,== Career == | === Pentatonix (2011–2017) ===,38574561
2017–present,CD,YEAR_REGEX_1,TIME,time_reference,Post-Pentatonix solo projects (2017–present),1,9,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"April 29 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On April 29, 2017, Kaplan released his first solo song, ""Fields and Pier"", under the name Avriel & the Sequoias.",0,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"June 9 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His debut EP, Sage and Stone, was released on June 9, 2017.",1,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"May 12 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On May 12, 2017, Kaplan announced that he would be leaving Pentatonix following their scheduled tour.",2,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"September 3 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His final show with Pentatonix was held at the Champlain Valley Fair in Essex Junction, Vermont on September 3, 2017.",4,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
October 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2019, Kaplan announced a European tour, his first since leaving Pentatonix.",5,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"November 5 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 5, 2019, he announced an upcoming EP, ""I'll Get By"", set to be released January 24, 2020, along with an accompanying tour.",6,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"January 24 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 5, 2019, he announced an upcoming EP, ""I'll Get By"", set to be released January 24, 2020, along with an accompanying tour.",6,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"January 21 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On January 21, 2020, the release was postponed to February 28 as a result of being signed to Fantasy Records.",7,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
February 28,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"On January 21, 2020, the release was postponed to February 28 as a result of being signed to Fantasy Records.",7,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"February 15 , 2022","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 15, 2022, Kaplan's debut solo album for Fantasy Records was announced.",8,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
"May 20 , 2022","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Produced by Shooter Jennings, ""Floating On A Dream"" is set for release on May 20, 2022.",9,10,== Career == | === Post-Pentatonix solo projects (2017–present) ===,38574561
a summer,DT NN,INARTICLE_REGEX SEASON_REGEX,MODIFIER TIME,time_reference,"Kaplan is the co-founder of A Cappella Academy, a summer camp established in 2014 for 12–18 year-old kids to learn about a cappella music and performance.",0,12,== Personal life ==,38574561
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Kaplan is the co-founder of A Cappella Academy, a summer camp established in 2014 for 12–18 year-old kids to learn about a cappella music and performance.",0,12,== Personal life ==,38574561
2022,CD,YEAR_REGEX_1,TIME,time_reference,AlbumsFloating On A Dream (2022)EPsSage and Stone (2017; released as Avriel & the Sequoias),0,15,== Discography == | === Solo ===,38574561
2017,CD,YEAR_REGEX_1,TIME,time_reference,AlbumsFloating On A Dream (2022)EPsSage and Stone (2017; released as Avriel & the Sequoias),0,15,== Discography == | === Solo ===,38574561
2020,CD,YEAR_REGEX_1,TIME,time_reference,I'll Get By (2020),0,16,== Discography == | === Solo ===,38574561
2020,CD,YEAR_REGEX_1,TIME,time_reference,Lean on Me (2020)Singles“Hey Ya” (2016; released as Avriel and the Sequoias),0,17,== Discography == | === Solo ===,38574561
2016,CD,YEAR_REGEX_1,TIME,time_reference,Lean on Me (2020)Singles“Hey Ya” (2016; released as Avriel and the Sequoias),0,17,== Discography == | === Solo ===,38574561
2019,CD,YEAR_REGEX_1,TIME,time_reference,"""Change on the Rise"" (2019)",0,18,== Discography == | === Solo ===,38574561
2019,CD,YEAR_REGEX_1,TIME,time_reference,"""Otherside"" (2019)",0,19,== Discography == | === Solo ===,38574561
