time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
2 December 1944,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
December 1944,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,2
first year,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,2
1963,CD,YEAR_REGEX_1,TIME,time_reference,1,2
night,NN,DAY_TIME_REGEX,TIME,time_reference,3,2
1983,CD,YEAR_REGEX_1,TIME,time_reference,5,2
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,4
of 1967-1974,IN JJ,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,4
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,14
Ten Years,CD NNP,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,1,14
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,15
day,NN,TIME_UNIT_REGEX,TIME,time_reference,0,15
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,22
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,23
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,24
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,26
20 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,26
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,27
1990,CD,YEAR_REGEX_1,TIME,time_reference,0,28
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,29
2007,CD,YEAR_REGEX_1,TIME,time_reference,0,30
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,31
