time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"December 18 , 1917 – February 4 , 2005","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1994,CD,YEAR_REGEX_1,TIME,time_reference,3,0
"July 9 , 1898 – June 6 , 2004","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,2
1939,CD,YEAR_REGEX_1,TIME,time_reference,3,2
1939,CD,YEAR_REGEX_1,TIME,time_reference,4,2
1950,CD,YEAR_REGEX_1,TIME,time_reference,6,2
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,5
the 1965,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,5
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,6
Evening,NNP,DAY_TIME_REGEX,TIME,time_reference,1,7
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,8
of Christmas,IN NNP,PREFIX_REGEX_1 HOLIDAY_REGEX,MODIFIER TIME,time_reference,0,8
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,8
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,9
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,9
the 2015,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,11
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1995,CD,YEAR_REGEX_1,TIME,time_reference,1,13
2004,CD,YEAR_REGEX_1,TIME,time_reference,2,13
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,14
1994,CD,YEAR_REGEX_1,TIME,time_reference,3,14
the 1963,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,16
March,NNP,MONTH_REGEX,TIME,time_reference,1,16
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,16
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1946,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1984,CD,YEAR_REGEX_1,TIME,time_reference,3,18
the daytime,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,18
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,18
"February 4 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,20
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,25
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,27
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,28
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,29
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,30
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,31
1987,CD,YEAR_REGEX_1,TIME,time_reference,0,32
