time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
22 March 1808 – 15 June 1877,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1836,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1839,CD,YEAR_REGEX_1,TIME,time_reference,3,0
1857,CD,YEAR_REGEX_1,TIME,time_reference,3,0
1870,CD,YEAR_REGEX_1,TIME,time_reference,3,0
of the eighteenth century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,3,2
1817,CD,YEAR_REGEX_1,TIME,time_reference,3,2
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,5,2
1827,CD,YEAR_REGEX_1,TIME,time_reference,0,3
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,4,3
the future,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,6,3
march,NN,MONTH_REGEX,TIME,time_reference,7,3
1834,CD,YEAR_REGEX_1,TIME,time_reference,7,3
1831,CD,YEAR_REGEX_1,TIME,time_reference,9,3
those years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,10,3
1829,CD,YEAR_REGEX_1,TIME,time_reference,11,3
1830,CD,YEAR_REGEX_1,TIME,time_reference,12,3
1832 to 1837,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,13,3
1843,CD,YEAR_REGEX_1,TIME,time_reference,14,3
1836,CD,YEAR_REGEX_1,TIME,time_reference,0,5
a few days,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,9,5
1836,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1842,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1836,CD,YEAR_REGEX_1,TIME,time_reference,8,9
1845,CD,YEAR_REGEX_1,TIME,time_reference,8,9
1855,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1839,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1857,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1870,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1839 and 1857,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,15
the 1870,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,15
1870,CD,YEAR_REGEX_1,TIME,time_reference,3,16
1849,CD,YEAR_REGEX_1,TIME,time_reference,5,16
1838,CD,YEAR_REGEX_1,TIME,time_reference,11,16
the early 1840s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,18
1846,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1885,CD,YEAR_REGEX_1,TIME,time_reference,2,18
1875,CD,YEAR_REGEX_1,TIME,time_reference,3,18
March 1877,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,18
three months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,18
1854,CD,YEAR_REGEX_1,TIME,time_reference,2,20
1877,CD,YEAR_REGEX_1,TIME,time_reference,5,20
