time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
4 April 1905 – 28 September 1991,CD NNP CD VBD CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,2
1905–1915,CD,YEAR_REGEX_1,TIME,time_reference,1,2
five years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,4,3
1915,CD,YEAR_REGEX_1,TIME,time_reference,6,3
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,4
1915-1934,CD,YEAR_REGEX_1,TIME,time_reference,1,4
1919,CD,YEAR_REGEX_1,TIME,time_reference,1,5
1922,CD,YEAR_REGEX_1,TIME,time_reference,2,5
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,5
1925,CD,YEAR_REGEX_1,TIME,time_reference,3,5
1924,CD,YEAR_REGEX_1,TIME,time_reference,4,5
1925,CD,YEAR_REGEX_1,TIME,time_reference,4,5
five years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,5
1931,CD,YEAR_REGEX_1,TIME,time_reference,7,5
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,8,5
1932,CD,YEAR_REGEX_1,TIME,time_reference,8,5
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,6
1934–1950,CD,YEAR_REGEX_1,TIME,time_reference,1,6
1934,CD,YEAR_REGEX_1,TIME,time_reference,0,7
the following four years and five months,DT JJ CD NNS CC CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX LINKAGE_REGEX BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME MODIFIER NUMERAL TIME,time_reference,1,7
1938 to 1948,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,7
1950–1991,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,9
The years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,9
1956,CD,YEAR_REGEX_1,TIME,time_reference,3,9
the early 1950s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,4,9
1975,CD,YEAR_REGEX_1,TIME,time_reference,6,9
each year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,11
a few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,11
1918,CD,YEAR_REGEX_1,TIME,time_reference,6,11
Pastorale,NNP,TIMELINE_REGEX,TIME,time_reference,10,11
the Pastorale,DT NNP,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,0,16
the first few months,DT JJ JJ NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL MODIFIER TIME,time_reference,3,16
1946,CD,YEAR_REGEX_1,TIME,time_reference,6,16
1962,CD,YEAR_REGEX_1,TIME,time_reference,3,17
now,RB,TIMELINE_REGEX,TIME,time_reference,4,17
midnight,NN,DAY_TIME_REGEX,TIME,time_reference,0,22
