time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
7 November 1899,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
20 December 1978,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
1975,CD,YEAR_REGEX_1,TIME,time_reference,2,0
Early Years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,2
eight years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,3
the years 1914–1917,DT NNS CD,PREFIX_REGEX_1 TIME_UNIT_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,3,3
1917,CD,YEAR_REGEX_1,TIME,time_reference,8,3
1919,CD,YEAR_REGEX_1,TIME,time_reference,9,3
1919–1921,CD,YEAR_REGEX_1,TIME,time_reference,0,5
March,NNP,MONTH_REGEX,TIME,time_reference,1,5
1920,CD,YEAR_REGEX_1,TIME,time_reference,1,5
march,NN,MONTH_REGEX,TIME,time_reference,2,5
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,7
Fall,NNP,SEASON_REGEX,TIME,time_reference,2,7
1940,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1923 to 1926,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,8
1926-1936,JJ,YEAR_REGEX_1,TIME,time_reference,0,9
1932 and 1954,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,9
1936 - 1972,CD : CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,2,9
the March,DT NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,3,9
March,NNP,MONTH_REGEX,TIME,time_reference,4,9
1957,CD,YEAR_REGEX_1,TIME,time_reference,4,9
1974,CD,YEAR_REGEX_1,TIME,time_reference,4,9
1975,CD,YEAR_REGEX_1,TIME,time_reference,4,9
The March,DT NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,4,9
1975,CD,YEAR_REGEX_1,TIME,time_reference,4,9
1950,CD,YEAR_REGEX_1,TIME,time_reference,5,9
1950,CD,YEAR_REGEX_1,TIME,time_reference,5,9
