time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"January 12 , 1946","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
the 2019,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1
the 2020,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1
the 1982,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,1
"January 12 , 1946","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,3
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,3
the Sun,DT NNP,PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER TIME,time_reference,2,3
1970,CD,YEAR_REGEX_1,TIME,time_reference,3,3
1991,CD,YEAR_REGEX_1,TIME,time_reference,4,3
currently,RB,TIMELINE_REGEX,TIME,time_reference,0,4
the 1969,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,6
"the 1970s , 1980s","DT CD , CD",PREFIX_REGEX_1 YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,1,6
early 1990s,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,6
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,6
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,6
1985,CD,YEAR_REGEX_1,TIME,time_reference,2,6
an evening,DT NN,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,3,6
Midnight,NNP,DAY_TIME_REGEX,TIME,time_reference,3,6
1984,CD,YEAR_REGEX_1,TIME,time_reference,3,6
1985,CD,YEAR_REGEX_1,TIME,time_reference,4,6
Month,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,6
February 1991,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,6
1973,CD,YEAR_REGEX_1,TIME,time_reference,5,6
1973,CD,YEAR_REGEX_1,TIME,time_reference,5,6
1975,CD,YEAR_REGEX_1,TIME,time_reference,6,6
1978,CD,YEAR_REGEX_1,TIME,time_reference,7,6
a 1978,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,8,6
Three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,9,6
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,7
the early 1960s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,7
Quarter,NN,TIME_UNIT_REGEX,TIME,time_reference,1,7
1988,CD,YEAR_REGEX_1,TIME,time_reference,2,7
1997,CD,YEAR_REGEX_1,TIME,time_reference,2,7
2000,CD,YEAR_REGEX_1,TIME,time_reference,4,7
2004,CD,YEAR_REGEX_1,TIME,time_reference,6,7
2008,CD,YEAR_REGEX_1,TIME,time_reference,7,7
2009,CD,YEAR_REGEX_1,TIME,time_reference,8,7
May 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,9,7
2013,CD,YEAR_REGEX_1,TIME,time_reference,2,8
2012,CD,YEAR_REGEX_1,TIME,time_reference,1,9
spring 2014,NN CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,9
November 2014,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,9
"December 13 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,9
"January 17 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,9
"March 22 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,9
"January 26 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,7,9
the 1982,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,11,9
a 1983,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,11,9
recently,RB,TIMELINE_REGEX,TIME,time_reference,12,9
"December 24 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,13,9
2020,CD,YEAR_REGEX_1,TIME,time_reference,14,9
"December 28 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,10
presentation,NN,TIMELINE_REGEX,TIME,time_reference,0,10
the 2007,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,10
TodayTix,NNP,TIMELINE_REGEX,TIME,time_reference,1,10
"January 1 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,10
30 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,12
