time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
13 July 1938 – 1 June 2020,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
Eastern,JJ,HOLIDAY_REGEX,TIME,time_reference,1,0
of the 20th century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,5,3
1947,CD,YEAR_REGEX_1,TIME,time_reference,6,3
1955,CD,YEAR_REGEX_1,TIME,time_reference,6,3
1955 and 1960,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,5
1933,CD,YEAR_REGEX_1,TIME,time_reference,1,5
1890-1968,JJ,YEAR_REGEX_1,TIME,time_reference,1,5
Spring,NN,SEASON_REGEX,TIME,time_reference,2,5
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,8
20th Century,JJ NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,8
1983,CD,YEAR_REGEX_1,TIME,time_reference,3,8
1996,CD,YEAR_REGEX_1,TIME,time_reference,5,8
April 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,8
2016,CD,YEAR_REGEX_1,TIME,time_reference,6,8
1 June 2020,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,10
currently,RB,TIMELINE_REGEX,TIME,time_reference,2,12
2010,CD,YEAR_REGEX_1,TIME,time_reference,2,12
2014/music/44857,CD,YEAR_REGEX_1,TIME,time_reference,1,19
1 September 2015,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,19
