time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
1898–1956,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1938,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1999,CD,YEAR_REGEX_1,TIME,time_reference,2,7
