time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"March 12 , 1928 – September 16 , 2016","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,0
the early 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,2
2002,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1928,CD,YEAR_REGEX_1,TIME,time_reference,0,4
two weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,4
1991,CD,YEAR_REGEX_1,TIME,time_reference,4,4
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,5,4
less than a year,JJR IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,6,4
now,RB,TIMELINE_REGEX,TIME,time_reference,7,4
1946,CD,YEAR_REGEX_1,TIME,time_reference,7,4
1946,CD,YEAR_REGEX_1,TIME,time_reference,8,4
1947,CD,YEAR_REGEX_1,TIME,time_reference,9,4
a 1994,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,14,4
2008,CD,YEAR_REGEX_1,TIME,time_reference,15,4
three weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,6
1959,CD,YEAR_REGEX_1,TIME,time_reference,4,6
1960,CD,YEAR_REGEX_1,TIME,time_reference,4,6
"October 13 , 1962","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,6
"May 16 , 1964","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,6
1963,CD,YEAR_REGEX_1,TIME,time_reference,7,6
the 1963,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,6
1966,CD,YEAR_REGEX_1,TIME,time_reference,9,6
2013,CD,YEAR_REGEX_1,TIME,time_reference,10,6
1959–1966,CD,YEAR_REGEX_1,TIME,time_reference,11,6
1971–1987,CD,YEAR_REGEX_1,TIME,time_reference,11,6
1991–2016,CD,YEAR_REGEX_1,TIME,time_reference,11,6
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1985,CD,YEAR_REGEX_1,TIME,time_reference,1,9
1999,CD,YEAR_REGEX_1,TIME,time_reference,2,9
2005,CD,YEAR_REGEX_1,TIME,time_reference,3,9
1980,CD,YEAR_REGEX_1,TIME,time_reference,3,9
1996,CD,YEAR_REGEX_1,TIME,time_reference,3,9
2009,CD,YEAR_REGEX_1,TIME,time_reference,4,9
2008,CD,YEAR_REGEX_1,TIME,time_reference,5,9
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,11
the 2011,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,14
"May 2 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,10,14
1971,CD,YEAR_REGEX_1,TIME,time_reference,11,14
of several years,IN JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,12,14
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,12,14
"September 16 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,13,14
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1960–2005,CD,YEAR_REGEX_1,TIME,time_reference,0,23
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,23
