time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1952,CD,YEAR_REGEX_1,TIME,time_reference,Catherine Vickers (born 1952 in Regina) is a Canadian pianist.,0,0,,19787944
the 1979,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,She won the 1979 Ferruccio Busoni International Piano Competition and was awarded the 1981 Sydney Competition's 3rd prize.,1,1,,19787944
the 1981,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,She won the 1979 Ferruccio Busoni International Piano Competition and was awarded the 1981 Sydney Competition's 3rd prize.,1,1,,19787944
1998 to 2018,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Vickers subsequently settled in Germany, where she was a professor at the Folkwang University of the Arts and then at the Frankfurt University of Music and Performing Arts from 1998 to 2018.",1,2,,19787944
