time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"January 17 , 1706","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
"January 6 , 1706","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
"April 17 , 1790","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
1767,CD,YEAR_REGEX_1,TIME,time_reference,12,0
1751,CD,YEAR_REGEX_1,TIME,time_reference,13,0
1769,CD,YEAR_REGEX_1,TIME,time_reference,14,0
"August 10 , 1753","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,1
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,1
1785 to 1788,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,1
the late 1750s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,1
more than two centuries,JJR IN CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,0,2
"December 23 , 1657","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,4
about 1677,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,4
1683,CD,YEAR_REGEX_1,TIME,time_reference,4,4
"July 9 , 1689","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,4
"August 15 , 1667","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,5
1635,CD,YEAR_REGEX_1,TIME,time_reference,1,5
"January 17 , 1706","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,8
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,8
three weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,9
1722,CD,YEAR_REGEX_1,TIME,time_reference,4,9
a few months,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,11
now,RB,TIMELINE_REGEX,TIME,time_reference,3,11
1726,CD,YEAR_REGEX_1,TIME,time_reference,4,11
1727,CD,YEAR_REGEX_1,TIME,time_reference,0,13
of the day,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,13
pastime,NN,TIMELINE_REGEX,TIME,time_reference,3,13
1731,CD,YEAR_REGEX_1,TIME,time_reference,2,15
1732,CD,YEAR_REGEX_1,TIME,time_reference,3,15
now,RB,TIMELINE_REGEX,TIME,time_reference,4,15
1728,CD,YEAR_REGEX_1,TIME,time_reference,1,17
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,17
1732,CD,YEAR_REGEX_1,TIME,time_reference,0,18
one year,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,0,18
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,2,18
a 1751,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,3,18
1764,CD,YEAR_REGEX_1,TIME,time_reference,4,18
1730,CD,YEAR_REGEX_1,TIME,time_reference,11,18
Weekly,NNP,TIME_UNIT_REGEX,TIME,time_reference,11,18
1729,CD,YEAR_REGEX_1,TIME,time_reference,16,18
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,22,18
1753,CD,YEAR_REGEX_1,TIME,time_reference,23,18
1731,CD,YEAR_REGEX_1,TIME,time_reference,24,18
three decades,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,27,18
1746,CD,YEAR_REGEX_1,TIME,time_reference,27,18
1765,CD,YEAR_REGEX_1,TIME,time_reference,29,18
