time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1968,CD,YEAR_REGEX_1,TIME,time_reference,"Mark Hetzler (born 1968 in Sarasota, Florida) is an American trombonist and former member of the Empire Brass Quintet.",0,0,,4430404
Springfield,NNP,SEASON_REGEX,TIME,time_reference,"Hetzler has performed with the Minnesota Orchestra, Boston Pops, Hartford Symphony Orchestra, Springfield Symphony Orchestra, Florida Orchestra, and the Boston Symphony Orchestra.",1,0,,4430404
1996–2012,CD,YEAR_REGEX_1,TIME,time_reference,"As a member of the Empire Brass Quintet from 1996–2012, he performed in recital and as a soloist with symphony orchestras in Australia, Taiwan, Korea, China, Venezuela, Brazil, Japan, Hong Kong, Germany, Italy, Austria, Malaysia, Singapore, Switzerland, Bermuda, St. Bartholomew and across the United States.",2,0,,4430404
2000 – 2004,CD NN CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,"From 2000 – 2004, Hetzler was a faculty member at Florida International University where he ran the trombone studio.",1,1,,4430404
Currently,RB,TIMELINE_REGEX,TIME,time_reference,"Currently, Hetzler is a professor in the School of Music at the University of Wisconsin–Madison, where he continues to teach trombone and performs with the resident quintet.",4,1,,4430404
20th Century,JJ NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,20th Century Architects,0,5,== Discography ==,4430404
