time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
17 January 1913 – 22 May 1988,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
17 January 1913,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
a few months,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,2
1948,CD,YEAR_REGEX_1,TIME,time_reference,1,3
1951,CD,YEAR_REGEX_1,TIME,time_reference,3,3
October 1953,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,3
now,RB,TIMELINE_REGEX,TIME,time_reference,4,3
1986,CD,YEAR_REGEX_1,TIME,time_reference,6,3
22 May 1988,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,4
