time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"June 19 , 1914 – May 11 , 1979","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,0,1
the 1940s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1
the early 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,1
1943,CD,YEAR_REGEX_1,TIME,time_reference,1,3
1945,CD,YEAR_REGEX_1,TIME,time_reference,2,3
1948,CD,YEAR_REGEX_1,TIME,time_reference,3,3
the next 20 years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,3,3
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,3
1979,CD,YEAR_REGEX_1,TIME,time_reference,5,3
1985,CD,YEAR_REGEX_1,TIME,time_reference,1,5
1991,CD,YEAR_REGEX_1,TIME,time_reference,2,5
of years,IN NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,6
a few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,6
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,6
2003,CD,YEAR_REGEX_1,TIME,time_reference,1,6
