time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"April 21 , 1927","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
1999,CD,YEAR_REGEX_1,TIME,time_reference,1,1
2002,CD,YEAR_REGEX_1,TIME,time_reference,1,1
2003,CD,YEAR_REGEX_1,TIME,time_reference,2,1
2004 and 2005,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,1
2010,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1948,CD,YEAR_REGEX_1,TIME,time_reference,2,3
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,3
1950,CD,YEAR_REGEX_1,TIME,time_reference,2,3
1957,CD,YEAR_REGEX_1,TIME,time_reference,2,3
1953 to 1955,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,3
1966,CD,YEAR_REGEX_1,TIME,time_reference,5,3
1979,CD,YEAR_REGEX_1,TIME,time_reference,5,3
1966,CD,YEAR_REGEX_1,TIME,time_reference,6,3
1979,CD,YEAR_REGEX_1,TIME,time_reference,7,3
2002 and now,CD CC RB,YEAR_REGEX_1 LINKAGE_REGEX TIMELINE_REGEX,TIME MODIFIER TIME,time_range,9,3
2007,CD,YEAR_REGEX_1,TIME,time_reference,10,3
1966 to 1979,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,11,3
1980 to 2002,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,11,3
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,5
about 2000,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,5
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1959–1965,CD,YEAR_REGEX_1,TIME,time_reference,1,7
1959,CD,YEAR_REGEX_1,TIME,time_reference,1,7
1965,CD,YEAR_REGEX_1,TIME,time_reference,1,7
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1957 and 1968,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,8
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,9
the decadence,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,9
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1969–1974,CD,YEAR_REGEX_1,TIME,time_reference,1,10
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,11
Moments,NNS,TIMELINE_REGEX,TIME,time_reference,1,11
1973–1979,CD,YEAR_REGEX_1,TIME,time_reference,1,11
The Future,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,1,11
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,12
Years,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,12
1966–1979,CD,YEAR_REGEX_1,TIME,time_reference,1,12
1987,CD,YEAR_REGEX_1,TIME,time_reference,0,13
Monthly,NNP,TIME_UNIT_REGEX,TIME,time_reference,1,13
'42nd,NNP,YEAR_REGEX_2,TIME,time_reference,1,13
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,14
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,14
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1987–1994,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,16
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1994–2001,CD,YEAR_REGEX_1,TIME,time_reference,1,17
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,18
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,19
2001–2005,CD,YEAR_REGEX_1,TIME,time_reference,1,19
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,2,19
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,20
2011,CD,YEAR_REGEX_1,TIME,time_reference,0,21
2014,CD,YEAR_REGEX_1,TIME,time_reference,0,22
Winter,NN,SEASON_REGEX,TIME,time_reference,1,22
1966,CD,YEAR_REGEX_1,TIME,time_reference,1,22
August,NNP,MONTH_REGEX,TIME,time_reference,0,23
1996 and 1997,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,23
August,NNP,MONTH_REGEX,TIME,time_reference,0,23
of 1996,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,29
Tonight,NNP,DAY_TIME_REGEX,TIME,time_reference,1,29
presentation,NN,TIMELINE_REGEX,TIME,time_reference,3,29
1994,CD,YEAR_REGEX_1,TIME,time_reference,3,29
January 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,29
2015,CD,YEAR_REGEX_1,TIME,time_reference,0,30
Friday,NNP,WEEK_REGEX,TIME,time_reference,0,32
Spring,NNP,SEASON_REGEX,TIME,time_reference,0,32
Fall,NNP,SEASON_REGEX,TIME,time_reference,0,32
1993,CD,YEAR_REGEX_1,TIME,time_reference,0,33
Friday,NNP,WEEK_REGEX,TIME,time_reference,1,33
of 1998,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,33
Fall,NNP,SEASON_REGEX,TIME,time_reference,3,33
2006,CD,YEAR_REGEX_1,TIME,time_reference,3,33
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,4,33
of 2007,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,33
the Fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,5,33
of 2008,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,33
2008,CD,YEAR_REGEX_1,TIME,time_reference,1,34
2014,CD,YEAR_REGEX_1,TIME,time_reference,2,34
1953–1955,CD,YEAR_REGEX_1,TIME,time_reference,1,37
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,38
"1962 , 1987","CD , CD",YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,0,39
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,39
1987,CD,YEAR_REGEX_1,TIME,time_reference,1,39
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,41
now,RB,TIMELINE_REGEX,TIME,time_reference,0,41
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,42
1995,CD,YEAR_REGEX_1,TIME,time_reference,0,43
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,44
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,45
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,46
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,47
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,48
2003,CD,YEAR_REGEX_1,TIME,time_reference,0,49
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,50
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,51
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,52
2011,CD,YEAR_REGEX_1,TIME,time_reference,0,53
