time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
19 May 1889,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
1926,CD,YEAR_REGEX_1,TIME,time_reference,0,3
5 May,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,3
1927,CD,YEAR_REGEX_1,TIME,time_reference,0,4
4 May,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,4
1928,CD,YEAR_REGEX_1,TIME,time_reference,0,5
26 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,5
1929,CD,YEAR_REGEX_1,TIME,time_reference,0,6
9 March,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,6
1930,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,7
1932,CD,YEAR_REGEX_1,TIME,time_reference,0,8
2 March,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,8
1935,CD,YEAR_REGEX_1,TIME,time_reference,0,9
23 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,1,9
1875,CD,YEAR_REGEX_1,TIME,time_reference,0,11
5–8 May 1929,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,11
10 May 1931,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,11
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1937,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1927,CD,YEAR_REGEX_1,TIME,time_reference,0,15
15 September,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,2,15
1927,CD,YEAR_REGEX_1,TIME,time_reference,0,16
8 February 1925,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,23
22 December 1924,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,23
22 April 1931,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,27
1927,CD,YEAR_REGEX_1,TIME,time_reference,0,29
1929,CD,YEAR_REGEX_1,TIME,time_reference,0,31
1918–1944,CD,YEAR_REGEX_1,TIME,time_reference,0,35
