time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"June 24 , 1987","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Risa Oribe (織部 里沙, Oribe Risa, born June 24, 1987), better known by her stage name LiSA, is a Japanese singer, songwriter and lyricist from Seki, Gifu, signed to Sacra Music under Sony Music Artists.",0,0,,33586744
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Following Chucky's disbandment in 2008, LiSA moved to Tokyo to pursue a solo career, making her major debut in 2010 singing songs for the anime television series Angel Beats!",1,1,,33586744
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Following Chucky's disbandment in 2008, LiSA moved to Tokyo to pursue a solo career, making her major debut in 2010 singing songs for the anime television series Angel Beats!",1,1,,33586744
April 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 2011, she made her solo debut with the release of her mini-album Letters to U.",3,1,,33586744
Summer,NNP,SEASON_REGEX,TIME,time_reference,"She performed at Animelo Summer Live in August 2010, Anime Expo in 2012, and is a regular guest at Anime Festival Asia.",4,1,,33586744
August 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"She performed at Animelo Summer Live in August 2010, Anime Expo in 2012, and is a regular guest at Anime Festival Asia.",4,1,,33586744
2012,CD,YEAR_REGEX_1,TIME,time_reference,"She performed at Animelo Summer Live in August 2010, Anime Expo in 2012, and is a regular guest at Anime Festival Asia.",4,1,,33586744
2014 and 2015,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,She performed at the Nippon Budokan in 2014 and 2015.,2,2,,33586744
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, she made her acting debut as Madge Nelson in the Japanese dub of the animated film Minions.",3,2,,33586744
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Early years and major debut,1,4,== Career == | === Early years and major debut ===,33586744
"June 24 , 1987","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Oribe was born in Gifu Prefecture on June 24, 1987.",0,5,== Career == | === Early years and major debut ===,33586744
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"She took piano lessons starting at age three, and later took dance and vocal lessons, which continued through her junior high school years.",1,5,== Career == | === Early years and major debut ===,33586744
2005,CD,YEAR_REGEX_1,TIME,time_reference,Oribe began her singing career in 2005 during her first year in high school when she formed a cover band playing indie rock band called Chucky.,4,5,== Career == | === Early years and major debut ===,33586744
first year,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,Oribe began her singing career in 2005 during her first year in high school when she formed a cover band playing indie rock band called Chucky.,4,5,== Career == | === Early years and major debut ===,33586744
July 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Following the band's disbandment in July 2008, she moved to Tokyo to continue her singing career.",6,5,== Career == | === Early years and major debut ===,33586744
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2010, she made her major debut singing songs for the anime series Angel Beats!",9,5,== Career == | === Early years and major debut ===,33586744
2010,CD,YEAR_REGEX_1,TIME,time_reference,She put out three singles and one album in 2010 under the name Girls Dead Monster on Key's record label Key Sounds Label.,11,5,== Career == | === Early years and major debut ===,33586744
May 12,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"The first single ""Thousand Enemies"" was released on May 12; the second single ""Little Braver"" came out on June 9; and the third single ""Ichiban no Takaramono (Yui final ver.)""",12,5,== Career == | === Early years and major debut ===,33586744
June 9,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"The first single ""Thousand Enemies"" was released on May 12; the second single ""Little Braver"" came out on June 9; and the third single ""Ichiban no Takaramono (Yui final ver.)""",12,5,== Career == | === Early years and major debut ===,33586744
December 8,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,""") was sold on December 8.",15,5,== Career == | === Early years and major debut ===,33586744
June 30,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,The album Keep The Beats! was released on June 30.,16,5,== Career == | === Early years and major debut ===,33586744
Summer,NNP,SEASON_REGEX,TIME,time_reference,LiSA made her first appearance at Animelo Summer Live during the concert's 2010 iteration on August 28.,17,5,== Career == | === Early years and major debut ===,33586744
2010,CD,YEAR_REGEX_1,TIME,time_reference,LiSA made her first appearance at Animelo Summer Live during the concert's 2010 iteration on August 28.,17,5,== Career == | === Early years and major debut ===,33586744
August 28,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,LiSA made her first appearance at Animelo Summer Live during the concert's 2010 iteration on August 28.,17,5,== Career == | === Early years and major debut ===,33586744
"April 20 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"LiSA made her solo debut on April 20, 2011, with the release of the mini-album Letters to U by Aniplex under Sony Music Artists.",18,5,== Career == | === Early years and major debut ===,33586744
"November 12 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 12, 2011, she appeared at the Anime Festival Asia in Singapore.",20,5,== Career == | === Early years and major debut ===,33586744
"November 23 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"She released her first solo single ""Oath Sign"" on November 23, 2011, which was used as the opening theme to the 2011 anime series Fate/Zero.",21,5,== Career == | === Early years and major debut ===,33586744
the 2011,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She released her first solo single ""Oath Sign"" on November 23, 2011, which was used as the opening theme to the 2011 anime series Fate/Zero.",21,5,== Career == | === Early years and major debut ===,33586744
2012–2015,CD,YEAR_REGEX_1,TIME,time_reference,2012–2015,1,6,== Career == | === 2012–2015 ===,33586744
"February 22 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"LiSA released her first full solo album Lover""s""mile on February 22, 2012; the album peaked at No. 7 on the Oricon weekly charts.",0,7,== Career == | === 2012–2015 ===,33586744
2012,CD,YEAR_REGEX_1,TIME,time_reference,She attended the Anime Expo 2012 in Los Angeles as a guest of honor and performed her first concert in North America there on 1 July.,1,7,== Career == | === 2012–2015 ===,33586744
1 July,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,She attended the Anime Expo 2012 in Los Angeles as a guest of honor and performed her first concert in North America there on 1 July.,1,7,== Career == | === 2012–2015 ===,33586744
the 2012,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"After her success with ""Oath Sign"", she was chosen to perform ""Crossing Field"", the first opening theme to the 2012 anime series Sword Art Online.",2,7,== Career == | === 2012–2015 ===,33586744
"August 8 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"""Crossing Field"", released as a single on August 8, 2012; it peaked at No. 5 on Oricon and was later certified gold by the RIAJ.",3,7,== Career == | === 2012–2015 ===,33586744
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,"Her third single ""Best Day, Best Way"", which peaked at No. 6 on Oricon, was released on April 3, 2013, and her fourth single ""Träumerei"", which peaked at No. 15 on Oricon and was used as the opening theme to the 2013 anime series Day Break Illusion, was released on August 7, 2013.",4,7,== Career == | === 2012–2015 ===,33586744
"April 3 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Her third single ""Best Day, Best Way"", which peaked at No. 6 on Oricon, was released on April 3, 2013, and her fourth single ""Träumerei"", which peaked at No. 15 on Oricon and was used as the opening theme to the 2013 anime series Day Break Illusion, was released on August 7, 2013.",4,7,== Career == | === 2012–2015 ===,33586744
