time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1948,CD,YEAR_REGEX_1,TIME,time_reference,"Roger Knox (born 1948) is an Australian country singer, known as the Black Elvis and the Koori King of Country.",0,0,,19725642
Sunday,NNP,WEEK_REGEX,TIME,time_reference,"Knox has said that the first music he heard growing up was gospel music, which his grandmother, who taught Sunday school, played.",5,2,== Early life ==,19725642
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,He started out in the 1980s as a gospel singer.,1,4,== Career ==,19725642
1993,CD,YEAR_REGEX_1,TIME,time_reference,"In 1993, Knox was named NAIDOC Artist of The Year.",3,4,== Career ==,19725642
of The Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In 1993, Knox was named NAIDOC Artist of The Year.",3,4,== Career ==,19725642
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, Knox was inducted into the Australian Country Music Foundation's Country Music Hands of Fame.",4,4,== Career ==,19725642
2007,CD,YEAR_REGEX_1,TIME,time_reference,"In 2007, Knox went public with claims that he couldn't get booked at Tamworth's annual festival, Tamworth Country Music Festival, ""because he attracted the wrong crowd"".",5,4,== Career ==,19725642
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In 2006, Knox was given the Jimmy Little Award for Lifetime Achievement in Aboriginal and Torres Strait Music at the 2006 Deadlys.",6,4,== Career ==,19725642
the 2006,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In 2006, Knox was given the Jimmy Little Award for Lifetime Achievement in Aboriginal and Torres Strait Music at the 2006 Deadlys.",6,4,== Career ==,19725642
12 February 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 12 February 2013, Knox along with the Pine Valley Cosmonauts, released his first album in nine years, Stranger in My Land on Bloodshot Records.",0,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
nine years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"On 12 February 2013, Knox along with the Pine Valley Cosmonauts, released his first album in nine years, Stranger in My Land on Bloodshot Records.",0,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009, Knox was scheduled to perform at the Old Town School of Folk Music (OTSFM) in Chicago, Illinois, on 10 October 2009 with Jon Langford and the Pine Valley Cosmonauts.",7,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
10 October 2009,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"In 2009, Knox was scheduled to perform at the Old Town School of Folk Music (OTSFM) in Chicago, Illinois, on 10 October 2009 with Jon Langford and the Pine Valley Cosmonauts.",7,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
a week,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"However, his US visa was denied a week before the show because the US immigration office stated he lacked cultural significance.",8,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
2012,CD,YEAR_REGEX_1,TIME,time_reference,"The Knox-Langford tour finally occurred in 2012, including performances at OTSFM and the Hardly Strictly Bluegrass festival in San Francisco, California.",9,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, Knox joined the cast of the stageshow adaptation of Buried Country itself, which played its premiere performance in Newcastle in August.",10,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
August,NNP,MONTH_REGEX,TIME,time_reference,"In 2016, Knox joined the cast of the stageshow adaptation of Buried Country itself, which played its premiere performance in Newcastle in August.",10,6,== Career == | === Jon Langford and the Pine Valley Cosmonauts/Buried Country ===,19725642
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Knox's son Buddy is also a musician, and has played in a band called Buddy Knox Blues Band in 2006.",0,10,== Personal life ==,19725642
2011,CD,YEAR_REGEX_1,TIME,time_reference,"In 2011, he was nominated for a Deadlys award.",1,10,== Personal life ==,19725642
1981,CD,YEAR_REGEX_1,TIME,time_reference,"In 1981, early in his career, Knox joined the roadshow of Brian Young, who had a band that criss-crossed Australia by light plane, which crashed due to engine failure.",1,12,== Personal life == | === Plane crashes ===,19725642
