time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"April 7 , 1968","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jennifer Chambers Lynch (born April 7, 1968) is an American director and screenwriter.",0,0,,1215762
1993,CD,YEAR_REGEX_1,TIME,time_reference,"The daughter of filmmaker David Lynch, she made her directorial debut with the film Boxing Helena in 1993.",1,0,,1215762
2008,CD,YEAR_REGEX_1,TIME,time_reference,Lynch returned to directing with 2008's Surveillance.,0,1,,1215762
A year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"A year later, Lynch began work on her next film Hisss, which she disowned after the production was completed without her involvement.",2,1,,1215762
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Her fourth film Chained, released in 2012, was met with a positive critical reception.",3,1,,1215762
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Since 2012, Lynch has focused on directing episodes of television series, including Psych, Teen Wolf, The Walking Dead, American Horror Story, Once Upon a Time, Hawaii Five-0, Elementary, The Strain, Agents of S.H.I.E.L.D., 9-1-1, and Ratched.",4,1,,1215762
1990,CD,YEAR_REGEX_1,TIME,time_reference,"Outside of her career as a director, Lynch wrote the book The Secret Diary of Laura Palmer in 1990.",0,2,,1215762
that year,IN NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Told from the perspective of the character of the same name from her father's television series Twin Peaks, the novel was a commercial success, reaching number four on The New York Times paperback fiction best seller list that year.",1,2,,1215762
1986,CD,YEAR_REGEX_1,TIME,time_reference,"Lynch subsequently worked as a production assistant on Blue Velvet (1986), also directed by her father.",2,7,== Career == | === Film ===,1215762
1993,CD,YEAR_REGEX_1,TIME,time_reference,Boxing Helena (1993),1,8,== Career == | ==== Boxing Helena (1993) ====,1215762
1993,CD,YEAR_REGEX_1,TIME,time_reference,"The controversy surrounding that case, as well as feminist outcry over Helena's sadistic subject matter and accusations of nepotism, accompanied the movie's critical drubbing upon its release in 1993.",3,9,== Career == | ==== Boxing Helena (1993) ====,1215762
a 2009,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"In a 2009 interview with The Hollywood Interview, Lynch mentions her reactions to the critical reception of Boxing Helena:",0,10,== Career == | ==== Boxing Helena (1993) ====,1215762
2008,CD,YEAR_REGEX_1,TIME,time_reference,Surveillance (2008),1,12,== Career == | ==== Surveillance (2008) ====,1215762
A month,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"A month later, Lynch became the first woman to receive the New York City Horror Film Festival's Best Director award.",1,13,== Career == | ==== Surveillance (2008) ====,1215762
2009,CD,YEAR_REGEX_1,TIME,time_reference,Hisss (2009),1,14,== Career == | ==== Hisss (2009) ====,1215762
a 2012,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,Lynch explained in a 2012 interview:,1,15,== Career == | ==== Hisss (2009) ====,1215762
2012,CD,YEAR_REGEX_1,TIME,time_reference,Chained (2012),1,17,== Career == | ==== Chained (2012) ====,1215762
the 2012,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Lynch then directed and co-wrote the 2012 thriller film Chained, in which Vincent D'Onofrio stars as a cab-driving serial killer.",0,18,== Career == | ==== Chained (2012) ====,1215762
Future,NNP,TIMELINE_REGEX,TIME,time_reference,Future film projects =,1,19,== Career == | ==== Future film projects ====,1215762
2011,CD,YEAR_REGEX_1,TIME,time_reference,"Lynch was scheduled to film Visibility for the Motion Picture Corporation of America in 2011, but, as of August 2021, this project is not completed.",0,20,== Career == | ==== Future film projects ====,1215762
of August 2021,IN NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,"Lynch was scheduled to film Visibility for the Motion Picture Corporation of America in 2011, but, as of August 2021, this project is not completed.",0,20,== Career == | ==== Future film projects ====,1215762
of September 2012,IN NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,"As of September 2012, Lynch was preparing A Fall from Grace, a film set and filmed in St. Louis and inspired by the Old Chain of Rocks Bridge.",1,20,== Career == | ==== Future film projects ====,1215762
A Fall,NNP NN,INARTICLE_REGEX SEASON_REGEX,MODIFIER TIME,time_reference,"As of September 2012, Lynch was preparing A Fall from Grace, a film set and filmed in St. Louis and inspired by the Old Chain of Rocks Bridge.",1,20,== Career == | ==== Future film projects ====,1215762
1993,CD,YEAR_REGEX_1,TIME,time_reference,"In 1993, Lynch directed the music video ""Living in the Rose"" by the British rock band New Model Army.",1,24,== Career == | === Other projects ===,1215762
"March 21 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On March 21, 2010, Lynch was a judge at the International Surrealist Film Festival and she worked as producer for the Corey Brandenstein natural horror film The Compound.",2,24,== Career == | === Other projects ===,1215762
2012,CD,YEAR_REGEX_1,TIME,time_reference,"An Australian documentary titled Despite the Gods, which chronicles Lynch's struggle to make the film Hisss, was released in 2012.",3,24,== Career == | === Other projects ===,1215762
of 2015,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As of 2015, she is also a member of the board of advisers for the Hollywood Horror Museum.",7,24,== Career == | === Other projects ===,1215762
a 2009,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,Lynch revealed in a 2009 interview that she underwent three spinal surgeries following the release of Boxing Helena due to a car accident that occurred when she was 19 years old.,0,28,== Personal life ==,1215762
19 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,Lynch revealed in a 2009 interview that she underwent three spinal surgeries following the release of Boxing Helena due to a car accident that occurred when she was 19 years old.,0,28,== Personal life ==,1215762
2010,CD,YEAR_REGEX_1,TIME,time_reference,Interview with Hisss (2010) director Jennifer Chambers Lynch,0,36,== Further reading ==,1215762
