time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
9 May 1867 – 24 September 1930,CD NNP CD VBD CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1830–1910,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1828–1871,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1893,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1897,CD,YEAR_REGEX_1,TIME,time_reference,3,2
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,3,2
1898,CD,YEAR_REGEX_1,TIME,time_reference,4,2
