time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
12 February 1946,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Peter Gage (born 12 February 1946, St Mary's Hospital, Paddington, London) is a British blues musician.",0,0,,34298160
1967,CD,YEAR_REGEX_1,TIME,time_reference,"The Jet Harris single ""My Lady"" c/w ""You Don't Live Twice"" (1967) features Pete Gage on vocals.",3,2,== Career ==,34298160
1968,CD,YEAR_REGEX_1,TIME,time_reference,"Gage left Jet Harris in 1968 but continued performing with numerous bands, including London based soul-blues-band The Blazers.",0,3,== Career ==,34298160
1988 to 1992,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He moved to the West Country, joining the Pink Torpedoes from 1988 to 1992.",1,3,== Career ==,34298160
1992–1995,CD,YEAR_REGEX_1,TIME,time_reference,"He also sang and played Hammond organ in his own band, the original Pete Gage Band from 1992–1995.",2,3,== Career ==,34298160
May 1995,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"The band was also known as the Pete Gage Expression, whose album, Give it With a Feeling was issued in May 1995.",3,3,== Career ==,34298160
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"After the death of their frontman Lee Brilleaux, Dr. Feelgood had a year's break before agreeing to audition for a new vocalist/harpist.",4,3,== Career ==,34298160
June 1995,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"After an initial audition followed by a studio recording and a photoshoot, Gage joined Dr Feelgood in June 1995.",5,3,== Career ==,34298160
their 1996,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,They resumed a heavy touring schedule and Gage recorded their 1996 On the Road Again album.,7,3,== Career ==,34298160
their 1997,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,He also appears on their 1997 release Twenty Five Years of Dr. Feelgood.,8,3,== Career ==,34298160
Twenty Five Years,NNP CD NNS,BASIC_NUMBER_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL NUMERAL TIME,time_reference,He also appears on their 1997 release Twenty Five Years of Dr. Feelgood.,8,3,== Career ==,34298160
of Hours,IN NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Whilst with the Feelgoods, Gage recorded a piano-based blues-album Out of Hours, which was recorded in Finland, and released in 1997 by Finnish record company Goofin' Records.",0,4,== Career ==,34298160
1997,CD,YEAR_REGEX_1,TIME,time_reference,"Whilst with the Feelgoods, Gage recorded a piano-based blues-album Out of Hours, which was recorded in Finland, and released in 1997 by Finnish record company Goofin' Records.",0,4,== Career ==,34298160
September 1999,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Gage left Dr Feelgood in September 1999 to focus on various other projects, the main one being the development of his own blues band The Pete Gage Band in which he leads from the piano and highlights his gritty vocals.",2,4,== Career ==,34298160
12 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,He also spent 12 years from 2000 as the vocalist/frontman for the Mike Hoddinott Blues All-Stars,6,4,== Career ==,34298160
2000,CD,YEAR_REGEX_1,TIME,time_reference,He also spent 12 years from 2000 as the vocalist/frontman for the Mike Hoddinott Blues All-Stars,6,4,== Career ==,34298160
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2010, Gage made an album, Tough Talk (GRCD 6165), recorded and released in Finland.",0,5,== Career ==,34298160
May 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,In May 2013 Gage played the Dagenham Roundhouse as part of the Big Blues Jam and reappeared there in September 2013 with the re-united Pink Torpedoes.,2,5,== Career ==,34298160
September 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,In May 2013 Gage played the Dagenham Roundhouse as part of the Big Blues Jam and reappeared there in September 2013 with the re-united Pink Torpedoes.,2,5,== Career ==,34298160
1967,CD,YEAR_REGEX_1,TIME,time_reference,"""My Lady"" c/w ""You Don't Live Twice"" – Jet Harris (single, 1967)",0,10,== Discography ==,34298160
1996,CD,YEAR_REGEX_1,TIME,time_reference,On the Road Again (1996) – Dr. Feelgood – (GRAND 19),0,11,== Discography ==,34298160
Twenty Five Years,NNP CD NNS,BASIC_NUMBER_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL NUMERAL TIME,time_reference,Twenty Five Years of Dr. Feelgood – Dr. Feelgood – (1997) (GRAND 20),0,12,== Discography ==,34298160
