time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
2010,CD,YEAR_REGEX_1,TIME,time_reference,Lawhorn was discovered online by producer Jeremy Stover in 2010.,1,0,,40144076
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,He signed with EMI Music Publishing within a year.,2,0,,40144076
June 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He signed a recording contract with Average Joes Entertainment, a record label owned by Colt Ford, in June 2011 when he was 17 years old.",3,0,,40144076
17 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"He signed a recording contract with Average Joes Entertainment, a record label owned by Colt Ford, in June 2011 when he was 17 years old.",3,0,,40144076
"July 16 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Lawhorn's debut album, Original Good Ol' Boy, was released by Average Joes on July 16, 2013.",4,0,,40144076
first week,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"The album sold 4,000 copies in its first week of release, debuting at number 20 on the Billboard Top Country Albums chart and number 91 on the Billboard 200.",8,0,,40144076
"February 17 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The single ""Good Ol' Boys Like Us"" was released to country radio on February 17, 2014.",9,0,,40144076
