time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1944 – 2006,CD IN CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,Pyotr Meshchaninov (1944 – 2006) was a Russian pianist and conductor specialized in Russian contemporary music.,0,0,,20574311
1976,CD,YEAR_REGEX_1,TIME,time_reference,"He premiered Sofia Gubaidulina's Concerto for bassoon and low strings back in 1976, and was dedicated her 1981 Descensio.",1,0,,20574311
1981,CD,YEAR_REGEX_1,TIME,time_reference,"He premiered Sofia Gubaidulina's Concerto for bassoon and low strings back in 1976, and was dedicated her 1981 Descensio.",1,0,,20574311
