time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"June 21 , 1928 – December 21 , 1984","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Judith Raskin (June 21, 1928 – December 21, 1984) was an American lyric soprano, renowned for her fine voice as well as her acting.",0,0,,10475116
1945,CD,YEAR_REGEX_1,TIME,time_reference,"In 1945, she graduated from Roosevelt High School, Yonkers and attended Smith College, where she majored in music.",2,2,== Life and work ==,10475116
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"It was during her college years that she began taking singing lessons, which she continued after graduation in order to develop further the warmth and artistry of her voice.",3,2,== Life and work ==,10475116
1948,CD,YEAR_REGEX_1,TIME,time_reference,"In 1948, she married Dr. Raymond A. Raskin, with whom she had two children, Jonathan and Lisa.",0,3,== Life and work ==,10475116
1952 and 1953,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Winning the Marian Anderson award in 1952 and 1953, and the Musicians Club of New York's Young Artist Award in 1956, Raskin started to perform in concerts throughout the United States.",0,4,== Life and work ==,10475116
1956,CD,YEAR_REGEX_1,TIME,time_reference,"Winning the Marian Anderson award in 1952 and 1953, and the Musicians Club of New York's Young Artist Award in 1956, Raskin started to perform in concerts throughout the United States.",0,4,== Life and work ==,10475116
1957,CD,YEAR_REGEX_1,TIME,time_reference,She secured national recognition in 1957 for her part as Sister Constance in the televised American premiere of Poulenc's Dialogues des Carmélites.,1,4,== Life and work ==,10475116
July,NNP,MONTH_REGEX,TIME,time_reference,"Her prominence continued to rise in July the same year when she starred in a concert version of Puccini's La bohème, with the Symphony of the Air in Central Park.",2,4,== Life and work ==,10475116
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"Her prominence continued to rise in July the same year when she starred in a concert version of Puccini's La bohème, with the Symphony of the Air in Central Park.",2,4,== Life and work ==,10475116
1959,CD,YEAR_REGEX_1,TIME,time_reference,"Finally, in 1959, she joined the New York City Opera (NYCO), debuting as Despina in Mozart's Così fan tutte.",3,4,== Life and work ==,10475116
1960,CD,YEAR_REGEX_1,TIME,time_reference,Her next spectacular performance was the title role of Douglas Moore's The Ballad of Baby Doe for the New York City Opera in 1960.,0,5,== Life and work ==,10475116
Two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Two years later, she made her crowning debut in 1962 at the Metropolitan Opera, as Susanna in Mozart's The Marriage of Figaro.",2,5,== Life and work ==,10475116
1962,CD,YEAR_REGEX_1,TIME,time_reference,"Two years later, she made her crowning debut in 1962 at the Metropolitan Opera, as Susanna in Mozart's The Marriage of Figaro.",2,5,== Life and work ==,10475116
50th year,CD NN,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,"In reviewing the recordings of the CDs produced for the Metropolitan Opera’s 50th year celebration of the new opera house, Dewey Faulkner wrote that hearing the broadcast of Judith Raskin’s Pamina “ makes one love her all over again.”",6,5,== Life and work ==,10475116
January 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Yale Review January 2018, vol.",7,5,== Life and work ==,10475116
