time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
21 May 1921 – 21 October 1990,CD NNP CD VBD CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1955,CD,YEAR_REGEX_1,TIME,time_reference,1,0
month,NN,TIME_UNIT_REGEX,TIME,time_reference,0,2
21 May 1921,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,2
the morning,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,2
1939,CD,YEAR_REGEX_1,TIME,time_reference,2,2
1944,CD,YEAR_REGEX_1,TIME,time_reference,3,2
the early 1950s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,2
1955,CD,YEAR_REGEX_1,TIME,time_reference,5,2
1969,CD,YEAR_REGEX_1,TIME,time_reference,9,2
1973,CD,YEAR_REGEX_1,TIME,time_reference,9,2
1971,CD,YEAR_REGEX_1,TIME,time_reference,10,2
1 April,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,11,2
the next five years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,13,2
four months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,13,2
two days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,13,2
2 August 1978,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,13,2
1979,CD,YEAR_REGEX_1,TIME,time_reference,14,2
1979,CD,YEAR_REGEX_1,TIME,time_reference,15,2
21 October 1990,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,16,2
7 September 1990,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,16,2
1986,CD,YEAR_REGEX_1,TIME,time_reference,3,24
daily,JJ,PERIOD_REGEX,TIME,time_reference,3,26
Dawn,NNP,DAY_TIME_REGEX,TIME,time_reference,4,26
fall,NN,SEASON_REGEX,TIME,time_reference,2,30
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,33
1961,CD,YEAR_REGEX_1,TIME,time_reference,1,33
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,33
1982,CD,YEAR_REGEX_1,TIME,time_reference,0,35
July 1961,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,38
1987,CD,YEAR_REGEX_1,TIME,time_reference,1,39
seventeen years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,41
1966–1971,CD,YEAR_REGEX_1,TIME,time_reference,0,41
1978–1990,CD,YEAR_REGEX_1,TIME,time_reference,0,41
1500,CD,YEAR_REGEX_1,TIME,time_reference,2,41
1982,CD,YEAR_REGEX_1,TIME,time_reference,3,41
1986,CD,YEAR_REGEX_1,TIME,time_reference,3,41
1982,CD,YEAR_REGEX_1,TIME,time_reference,0,43
eight years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,43
Dawn,NNP,DAY_TIME_REGEX,TIME,time_reference,2,43
