time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
28 August 1922 - 8 December 2005,CD NNP CD : CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Vijaya Devi of Kotda-Sangani (28 August 1922 - 8 December 2005), born Vijayalakshmi Ammanni, was the eldest daughter of  Kanteerava Narasimha Raja Wadiyar and sister of Jaya Chamaraja",0,0,,3492026
1939,CD,YEAR_REGEX_1,TIME,time_reference,"In 1939, on a tour of Europe with her father, she met Sergei Rachmaninoff.",5,0,,3492026
1941,CD,YEAR_REGEX_1,TIME,time_reference,She married the prince of Kotda-Sangani in 1941.,0,1,,3492026
1947,CD,YEAR_REGEX_1,TIME,time_reference,"She moved to New York in 1947 with her husband, who had joined Indian Foreign Service.",1,1,,3492026
8 December 2005,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,She died on 8 December 2005 in Bangalore.,0,4,,3492026
