time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
28 December 1927 – 5 June 1942,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
now,RB,TIMELINE_REGEX,TIME,time_reference,1,0
28 December 1927,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,0
now,RB,TIMELINE_REGEX,TIME,time_reference,2,0
5 June 1942,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,0
