time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"October 29 , 1946","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Svetlana Navasardyan (Armenian: Սվետլանա Նավասարդյան, also known as Navassardian, born October 29, 1946), is an Armenian classical concert pianist.",0,0,,19343855
1966,CD,YEAR_REGEX_1,TIME,time_reference,"A disciple of Vache Umr-Shat and Yakov Zak, she first stood out at the East German musical scene, being awarded prizes at Zwickau's Robert Schumann (1966) and Leipzig's Johann Sebastian Bach Competition (1968).",0,1,,19343855
1968,CD,YEAR_REGEX_1,TIME,time_reference,"A disciple of Vache Umr-Shat and Yakov Zak, she first stood out at the East German musical scene, being awarded prizes at Zwickau's Robert Schumann (1966) and Leipzig's Johann Sebastian Bach Competition (1968).",0,1,,19343855
1972,CD,YEAR_REGEX_1,TIME,time_reference,She later became a prizewinner at the Queen Elisabeth Music Competition (1972) and at the inaugural edition of the Sydney International Piano Competition (1977).,1,1,,19343855
1977,CD,YEAR_REGEX_1,TIME,time_reference,She later became a prizewinner at the Queen Elisabeth Music Competition (1972) and at the inaugural edition of the Sydney International Piano Competition (1977).,1,1,,19343855
1984,CD,YEAR_REGEX_1,TIME,time_reference,Navasardyan was distinguished as People's Artist of the Armenian SSR in 1984 and was awarded an Armenian SSR State Prize four years later.,0,2,,19343855
four years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,Navasardyan was distinguished as People's Artist of the Armenian SSR in 1984 and was awarded an Armenian SSR State Prize four years later.,0,2,,19343855
1965 to 1968,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"During 1965 to 1968, Navasardyan studied at Komitas State Conservatory of Yerevan in Vache Umr-Shat's class.",0,4,== Biography ==,19343855
1971,CD,YEAR_REGEX_1,TIME,time_reference,"In 1971, she graduated from Moscow State Tchaikovsky Conservatory (student in Yakov Zak's class), and in 1973 from postgraduate studies.",1,4,== Biography ==,19343855
1973,CD,YEAR_REGEX_1,TIME,time_reference,"In 1971, she graduated from Moscow State Tchaikovsky Conservatory (student in Yakov Zak's class), and in 1973 from postgraduate studies.",1,4,== Biography ==,19343855
1966,CD,YEAR_REGEX_1,TIME,time_reference,"In 1966, Navasardyan started performing as a soloist with the Armenian Philharmonic Orchestra.",2,4,== Biography ==,19343855
1974,CD,YEAR_REGEX_1,TIME,time_reference,"In 1974, Navasardyan began teaching at Yerevan State Conservatory, she became an Associate Professor in 1981 and Professor in 1989.",3,4,== Biography ==,19343855
1981,CD,YEAR_REGEX_1,TIME,time_reference,"In 1974, Navasardyan began teaching at Yerevan State Conservatory, she became an Associate Professor in 1981 and Professor in 1989.",3,4,== Biography ==,19343855
1989,CD,YEAR_REGEX_1,TIME,time_reference,"In 1974, Navasardyan began teaching at Yerevan State Conservatory, she became an Associate Professor in 1981 and Professor in 1989.",3,4,== Biography ==,19343855
1965,CD,YEAR_REGEX_1,TIME,time_reference,2nd Trans-Caucasus Piano Competition: 1st prize (1965),0,7,== Awards ==,19343855
1966,CD,YEAR_REGEX_1,TIME,time_reference,Robert Schumann International Competition for Pianists and Singers: 2nd prize (1966),0,8,== Awards ==,19343855
1968,CD,YEAR_REGEX_1,TIME,time_reference,International Johann Sebastian Bach Competition: 4th prize (1968),0,9,== Awards ==,19343855
1970,CD,YEAR_REGEX_1,TIME,time_reference,Lenin Komsomol Prize of Armenia (1970),0,10,== Awards ==,19343855
1972,CD,YEAR_REGEX_1,TIME,time_reference,Queen Elisabeth Competition: 5th prize and silver medal (1972),0,11,== Awards ==,19343855
1977,CD,YEAR_REGEX_1,TIME,time_reference,Sydney International Piano Competition: 2nd prize (1977),0,12,== Awards ==,19343855
1977,CD,YEAR_REGEX_1,TIME,time_reference,Merited Artist of the Armenian SSR (1977),0,13,== Awards ==,19343855
1981,CD,YEAR_REGEX_1,TIME,time_reference,Order of the Badge of Honour (1981),0,14,== Awards ==,19343855
1984,CD,YEAR_REGEX_1,TIME,time_reference,People's Artist of the Armenian SSR (1984),0,15,== Awards ==,19343855
1988,CD,YEAR_REGEX_1,TIME,time_reference,Armenian SSR State Prize (1988),0,16,== Awards ==,19343855
1998,CD,YEAR_REGEX_1,TIME,time_reference,Movses Khorenatsi medal (1998),0,17,== Awards ==,19343855
2010,CD,YEAR_REGEX_1,TIME,time_reference,Order of St. Mesrop Mashtots (2010),0,18,== Awards ==,19343855
2015,CD,YEAR_REGEX_1,TIME,time_reference,Order of Armenian Apostolic Church «St. Sahak and St. Mesrop» (2015),0,19,== Awards ==,19343855
2016,CD,YEAR_REGEX_1,TIME,time_reference,Order of Honor (2016),0,20,== Awards ==,19343855
2021,CD,YEAR_REGEX_1,TIME,time_reference,Honorary citizen of Yerevan (2021),0,21,== Awards ==,19343855
