time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
16 May 1893 – 13 January 1976,CD NNP CD NN CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
of the 20th century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,0,0
1931,CD,YEAR_REGEX_1,TIME,time_reference,3,2
14 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,2
1938,CD,YEAR_REGEX_1,TIME,time_reference,0,3
1916,CD,YEAR_REGEX_1,TIME,time_reference,1,4
1916 to 1919,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,5
1920,CD,YEAR_REGEX_1,TIME,time_reference,2,5
1931,CD,YEAR_REGEX_1,TIME,time_reference,3,5
1917,CD,YEAR_REGEX_1,TIME,time_reference,1,7
February 1913,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,8
April 1913,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,8
"May 24 , 1913","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,8
February,NNP,MONTH_REGEX,TIME,time_reference,7,8
now,RB,TIMELINE_REGEX,TIME,time_reference,8,8
"January 23 , 1918","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,14,8
evening,NN,DAY_TIME_REGEX,TIME,time_reference,14,8
February 21,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,0,9
1926,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,12
the 2nd quarter,DT JJ NN,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,1,12
of 1923,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,12
1924,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1925,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1929 – 2nd and 3rd,CD $ CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1,TIME MODIFIER NUMERAL MODIFIER NUMERAL,time_range,0,17
1928,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1928,CD,YEAR_REGEX_1,TIME,time_reference,0,21
19 May 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,24
19 May 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,25
20 May 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,26
20 May 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,27
1910–1919,CD,YEAR_REGEX_1,TIME,time_reference,0,28
20 May 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,28
