time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"March 26 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Leland Sanford Austin (born March 26, 1986), better known by his stage name Yung L.A. or Da Boi Lay, is an American hip hop recording artist from Atlanta, Georgia.",0,0,,20124245
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Austin's second single, titled ""Futuristic Love (Elroy)"", features American singer Ricco Barrino and was released in 2009.",2,0,,20124245
2008–2011,CD,YEAR_REGEX_1,TIME,time_reference,=== 2008–2011: Mixtapes and Futuristic Leland =,0,2,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
2008,CD,YEAR_REGEX_1,TIME,time_reference,"In 2008, Austin was signed to American record executive T.I.'s Grand Hustle Records, after fellow Atlanta artist Young Dro found and brought Austin to the label.",0,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
"April 12 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On April 12, 2008, Austin released his debut mixtape Offset Shawty.",1,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
"November 25 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 25, 2008, Austin released his debut single, titled ""Ain't I""; it features appearances from his fellow Grand Hustle label artist Young Dro and T.I., it went on to chart on the Billboard Hot 100 at number 47 and be certified platinum by the RIAA.",2,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
"December 13 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On December 13, 2008, it was announced and confirmed that Austin had signed a label deal with Interscope Records and he was working on his debut album, titled Futuristic Leland.",3,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
"December 28 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On December 28, 2008, Austin released his mixtape titled The Matrix.",4,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
"January 10 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On January 10, 2009, Austin released his first collaboration mixtape titled Black Boy Swag, White Boy Tags with Young Dro.",5,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
"April 7 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On April 7, 2009, Austin released his second single titled ""Futuristic Love (Elroy)""; it features Ricco Barrino, though it did not match the success of ""Ain't I"" it charted on the Billboard R&B/Hip-Hop chart at number 55.",6,3,== Music career == | === 2008–2011: Mixtapes and Futuristic Leland ===,20124245
