time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1989,CD,YEAR_REGEX_1,TIME,time_reference,They released two albums on Profile Records: Twin Hype (1989) and Double Barrel (1991).,4,0,,56334201
1991,CD,YEAR_REGEX_1,TIME,time_reference,They released two albums on Profile Records: Twin Hype (1989) and Double Barrel (1991).,4,0,,56334201
