time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"June 4 , 1946","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
the 1970s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,0
1964 to 1968,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,2
evening,NN,DAY_TIME_REGEX,TIME,time_reference,5,2
1968 to 1970,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,3
first year,JJ NN,ORDINAL_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,3
a summer,DT NN,INARTICLE_REGEX SEASON_REGEX,MODIFIER TIME,time_reference,5,3
Sat,NNP,WEEK_ABBR_REGEX,TIME,time_reference,7,3
an hour,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,7,3
1969,CD,YEAR_REGEX_1,TIME,time_reference,9,3
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,9,3
six months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,11,3
1970,CD,YEAR_REGEX_1,TIME,time_reference,13,3
1970,CD,YEAR_REGEX_1,TIME,time_reference,13,3
the night,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,13,3
1970s,CD,YEAR_REGEX_1,TIME,time_reference,0,5
April 1974,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,6
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,6
April 1975,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,6
1976,CD,YEAR_REGEX_1,TIME,time_reference,7,6
1978,CD,YEAR_REGEX_1,TIME,time_reference,8,6
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,10,6
a week,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,12,6
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,7
Afternoon,NNP,DAY_TIME_REGEX,TIME,time_reference,1,7
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,3,7
1975,CD,YEAR_REGEX_1,TIME,time_reference,4,7
a 1986,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,4,7
the 1976,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,7
1979,CD,YEAR_REGEX_1,TIME,time_reference,6,7
2013,CD,YEAR_REGEX_1,TIME,time_reference,8,7
1980s,CD,YEAR_REGEX_1,TIME,time_reference,0,8
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,9
year,NN,TIME_UNIT_REGEX,TIME,time_reference,2,9
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,9
1987,CD,YEAR_REGEX_1,TIME,time_reference,3,9
1982,CD,YEAR_REGEX_1,TIME,time_reference,5,9
1979,CD,YEAR_REGEX_1,TIME,time_reference,7,9
1984,CD,YEAR_REGEX_1,TIME,time_reference,9,9
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1986,CD,YEAR_REGEX_1,TIME,time_reference,1,10
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,10
