time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"August 30 , 1915 – December 2 , 1962","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Mercy Dee Walton (born Mercy Davis Walton, August 30, 1915 – December 2, 1962) was an American jump blues pianist, singer and songwriter, whose compositions went from blues to R&B numbers.",0,0,,21438871
weekends,NNS,TIME_UNIT_REGEX,TIME,time_reference,He started playing piano at age 13 and learned his style from many of the ten-cent party house pianists that played out in the country on weekends.,1,2,== Biography ==,21438871
1949,CD,YEAR_REGEX_1,TIME,time_reference,"In 1949, Walton made his first record for the small record label, Spire Records in Fresno.",4,2,== Biography ==,21438871
now,RB,TIMELINE_REGEX,TIME,time_reference,"Shortly after that, he had a national hit on Specialty Records with ""One Room Country Shack"", now considered a blues standard.",6,2,== Biography ==,21438871
1955,CD,YEAR_REGEX_1,TIME,time_reference,"A half dozen tracks recorded for the Flair Records label in 1955, included ""Come Back Maybellene,"" a sequel to Chuck Berry's then-current hit, ""Maybellene"".",8,2,== Biography ==,21438871
1961,CD,YEAR_REGEX_1,TIME,time_reference,"In 1961, Arhoolie Records released an album recorded in Stockton, California entitled Mercy Dee.",9,2,== Biography ==,21438871
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Walton died of a cerebral hemorrhage in Murphys, California the following year.",11,2,== Biography ==,21438871
1949,CD,YEAR_REGEX_1,TIME,time_reference,"""G.I. Fever"") (Spire) 1949",2,4,== Single discography ==,21438871
1949,CD,YEAR_REGEX_1,TIME,time_reference,"""Evil And Hanky"" / Travelin' Alone Blues"" (Spire) 1949",0,5,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Homely Baby"" / ""Empty Life"" (Imperial) 1950",0,6,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Big Foot Country"" / ""Bird Brain Baby"" (Imperial) 1950",0,7,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Roamin' Blues"" / ""Bought Love"" (Imperial) 1950",0,8,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Anything In The World"") (Imperial) 1950",1,9,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Happy Bachelor"" / ""Straight And Narrow"" (Colony) (1950)",0,10,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Anything In The World"") (Colony) 1950",1,11,== Single discography ==,21438871
1950,CD,YEAR_REGEX_1,TIME,time_reference,"""Anything In The World"") (Bayou) 1950",1,12,== Single discography ==,21438871
1953,CD,YEAR_REGEX_1,TIME,time_reference,"""One Room Country Shack"" / ""My Woman Knows The Score"" (Specialty) 1953",0,13,== Single discography ==,21438871
Fall,NNP,SEASON_REGEX,TIME,time_reference,"""Rent Man Blues / Fall Guy (Specialty) 1953",0,14,== Single discography ==,21438871
1953,CD,YEAR_REGEX_1,TIME,time_reference,"""Rent Man Blues / Fall Guy (Specialty) 1953",0,14,== Single discography ==,21438871
1953,CD,YEAR_REGEX_1,TIME,time_reference,(Specialty) 1953,1,15,== Single discography ==,21438871
1954,CD,YEAR_REGEX_1,TIME,time_reference,"""Trailing My Baby"" / ""The Main Event"" (Rhythm) 1954",0,16,== Single discography ==,21438871
1955,CD,YEAR_REGEX_1,TIME,time_reference,"""Romp And Stomp Blues"" / ""Oh Oh Please"" (Flair) 1955",0,17,== Single discography ==,21438871
1955,CD,YEAR_REGEX_1,TIME,time_reference,"""Come Back Maybellene"" / ""True Love"" (Flair) 1955",0,18,== Single discography ==,21438871
1955,CD,YEAR_REGEX_1,TIME,time_reference,"""Have You Ever"" / ""Stubborn Woman"" (Flair) 1955",0,19,== Single discography ==,21438871
