time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"September 26 , 1975","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Tarsha Vega (born September 26, 1975) is an American recording artist, occasional actress, and internet personality.",0,0,,34504630
2000,CD,YEAR_REGEX_1,TIME,time_reference,She is best known for her unreleased 2000 debut album Diamonds and Monsters (on RCA Records).,1,0,,34504630
2000,CD,YEAR_REGEX_1,TIME,time_reference,"Then Vega released her debut album in 2000, Diamonds and Monsters.",1,2,== Career ==,34504630
the Summer,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"Tarsha was featured as writer and performer on the Summer Catch soundtrack with the song, ""What It Beez Like"".",0,4,== Career ==,34504630
of 2011,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As of 2011, Vega was serving as Executive Producer and Host for ""theKNU"", an Internet-based radio show on GVBradio.com.",2,4,== Career ==,34504630
