time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"November 16 , 1921 – May 20 , 2007","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
1956,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1957–62,CD,YEAR_REGEX_1,TIME,time_reference,2,0
2007,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,8
Twenty Days and Twenty Nights,NNP NNP CC NNP NNP,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX LINKAGE_REGEX BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME MODIFIER NUMERAL TIME,time_reference,0,8
Springfield,NNP,SEASON_REGEX,TIME,time_reference,0,9
the May 22,DT NNP CD,PREFIX_REGEX_1 MONTH_REGEX DIGIT_REGEX_1,MODIFIER TIME NUMERAL,time_reference,0,12
