time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1991-02-26,JJ,YEAR_REGEX_1,TIME,time_reference,"Lee Chang-sub (Korean: 이창섭; born (1991-02-26)February 26, 1991), better known mononymously as Changsub, is a South Korean singer, musical actor and entertainer.",0,0,,49988625
"February 26 , 1991","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Lee Chang-sub (Korean: 이창섭; born (1991-02-26)February 26, 1991), better known mononymously as Changsub, is a South Korean singer, musical actor and entertainer.",0,0,,49988625
2011,CD,YEAR_REGEX_1,TIME,time_reference,They both got admitted in 2011 with a cutthroat 3000:5 ratio at that time.,2,2,== Biography ==,49988625
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Prior to his debut as an idol, he won a Daesang at the 16th Suwon Music Festival 2008, and even became vice president of Red Cross Youth Gyeonggi Province in 2009.",3,2,== Biography ==,49988625
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Prior to his debut as an idol, he won a Daesang at the 16th Suwon Music Festival 2008, and even became vice president of Red Cross Youth Gyeonggi Province in 2009.",3,2,== Biography ==,49988625
"January 14 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"He began his military duty by enlisting as an active duty soldier on January 14, 2019.",0,4,== Biography == | === Military service ===,49988625
July 24,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"On July 24, Lee recorded a special single— a new theme song for the ROK Army alongside Shinee's Onew and Key, Exo's Xiumin, Infinite's Kim Sung-kyu, 2AM's Jo Kwon and Jinwoon, Yoon Ji-sung and actors Kim Minseok, and Lee Jae-kyoon.",1,4,== Biography == | === Military service ===,49988625
August 21 2020,NNP CD CD,MONTH_REGEX DIGIT_REGEX_1 YEAR_REGEX_1,TIME NUMERAL TIME,time_reference,He was officially discharged on August 21 2020 following the COVID-19 protocol.,2,4,== Biography == | === Military service ===,49988625
"October 21 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On October 21, 2017, Lee Chang-sub visited his alma mater and delivered a scholarship of ₩10 million to his high school alma-mater, Samil Commercial High School.",0,6,== Biography == | === Philanthropy ===,49988625
"March 21 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Lee debuted as a lead vocalist of BTOB on March 21, 2012.",0,8,== Career ==,49988625
