time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
30 March 1967,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,María José Moreno (born 30 March 1967) is a Spanish light lyric soprano.,0,0,,57666289
1996,CD,YEAR_REGEX_1,TIME,time_reference,"In 1996 she debuted in Pamplona with the character of Dido in the opera Dido and Aeneas by Henry Purcell with the group Vaghi Concerti, a production with which she would travel through several Spanish cities.",1,2,== Biography ==,57666289
1997,CD,YEAR_REGEX_1,TIME,time_reference,"In 1997 Moreno made her great breakthrough, winning the Francisco Viñas Award in January and making her debut at the Teatro de la Zarzuela with Donizetti's La fille du régiment.",2,2,== Biography ==,57666289
January,NNP,MONTH_REGEX,TIME,time_reference,"In 1997 Moreno made her great breakthrough, winning the Francisco Viñas Award in January and making her debut at the Teatro de la Zarzuela with Donizetti's La fille du régiment.",2,2,== Biography ==,57666289
A year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"A year later, she debuted at Madrid's Teatro Real (in its first season after reopening) with the Verdi opera Un ballo in maschera.",3,2,== Biography ==,57666289
2009,CD,YEAR_REGEX_1,TIME,time_reference,"She has participated in the Festival de Pésaro numerous times, debuting in 2009.",1,3,== Biography ==,57666289
2006,CD,YEAR_REGEX_1,TIME,time_reference,She won a Grammy Award for the recording of the opera Falstaff with the London Symphony Orchestra conducted by Sir Colin Davis in 2006.,0,4,== Biography ==,57666289
1994,CD,YEAR_REGEX_1,TIME,time_reference,"She is married to Massimo Spadano, an Italian violinist and conductor who since 1994 has been the concertmaster of the Orquesta Sinfónica de Galicia (OSG) of A Coruña.",0,5,== Biography ==,57666289
