time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"August 30 , 1946 – May 11 , 2019","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0
of the 1960s,IN DT NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,0
1968–1973,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,0
1988,CD,YEAR_REGEX_1,TIME,time_reference,2,1
"August 30 , 1946","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,3
1964,CD,YEAR_REGEX_1,TIME,time_reference,5,3
1964,CD,YEAR_REGEX_1,TIME,time_reference,2,6
1965,CD,YEAR_REGEX_1,TIME,time_reference,3,6
1965 and 1968,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,6
Hour,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,6
1971,CD,YEAR_REGEX_1,TIME,time_reference,7,6
15 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,9,6
March 1988,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,6
1990–1991,CD,YEAR_REGEX_1,TIME,time_reference,11,6
2017,CD,YEAR_REGEX_1,TIME,time_reference,12,6
2017,CD,YEAR_REGEX_1,TIME,time_reference,13,6
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1970,CD,YEAR_REGEX_1,TIME,time_reference,2,8
1968,CD,YEAR_REGEX_1,TIME,time_reference,3,8
"July 29 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,8
previously,RB,TIMELINE_REGEX,TIME,time_reference,3,8
the 1984,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,9
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,11
1979,CD,YEAR_REGEX_1,TIME,time_reference,2,11
1986,CD,YEAR_REGEX_1,TIME,time_reference,4,11
1989,CD,YEAR_REGEX_1,TIME,time_reference,4,11
"May 11 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,13
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,13
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,15
2013,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,20
The Morning,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,20
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,21
February 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,21
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,22
