time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
28 October 1945 – 8 February 2006,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Elton Dean (28 October 1945 –  8 February 2006) was an English jazz musician who performed on alto saxophone, saxello (a variant of the soprano saxophone) and occasionally keyboards.",0,0,,2070720
1966 to 1967,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1966 to 1967, Dean was a member of the band Bluesology, led by Long John Baldry.",1,2,== Life and career ==,2070720
the 2019,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"This fact is noted in the 2019 film Rocketman, a biopic of the life and career of Elton John, where Dean is portrayed by Evan Walsh.",3,2,== Life and career ==,2070720
1968 to 1970,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Dean established his reputation as a member of the Keith Tippett Sextet from 1968 to 1970, and in the band Soft Machine from 1969 to 1972.",4,2,== Life and career ==,2070720
1969 to 1972,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Dean established his reputation as a member of the Keith Tippett Sextet from 1968 to 1970, and in the band Soft Machine from 1969 to 1972.",4,2,== Life and career ==,2070720
1975 to 1978,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1975 to 1978 he led a nine-piece band called Ninesense, performing at the Bracknell Jazz Festival and similar events.",6,2,== Life and career ==,2070720
2002,CD,YEAR_REGEX_1,TIME,time_reference,"In 2002, Dean and three other former Soft Machine members (Hugh Hopper, drummer John Marshall, and guitarist Allan Holdsworth) toured and recorded under the name Soft Works.",9,2,== Life and career ==,2070720
2005/05/10,CD,YEAR_REGEX_1,TIME,time_reference,2005/05/10),12,2,== Life and career ==,2070720
Morning,NNP,DAY_TIME_REGEX,TIME,time_reference,", New Morning - The Paris Concert (DVD, rec.",13,2,== Life and career ==,2070720
2005/12/12,CD,YEAR_REGEX_1,TIME,time_reference,2005/12/12),14,2,== Life and career ==,2070720
2006,CD,YEAR_REGEX_1,TIME,time_reference,"and the studio album Soft Machine Legacy (CD, 2006, rec. 2005).",15,2,== Life and career ==,2070720
2005,CD,YEAR_REGEX_1,TIME,time_reference,"and the studio album Soft Machine Legacy (CD, 2006, rec. 2005).",15,2,== Life and career ==,2070720
8 February 2006,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Dean died on 8 February 2006 after more than a year of heart and liver problems.,1,3,== Life and career ==,2070720
more than a year,JJR IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,Dean died on 8 February 2006 after more than a year of heart and liver problems.,1,3,== Life and career ==,2070720
2005,CD,YEAR_REGEX_1,TIME,time_reference,"Bennett, Graham (2005).",0,11,== References ==,2070720
29 September 2007,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Elton Dean at the Wayback Machine (archived 29 September 2007) - interview for Facelift Magazine.,0,16,== External links ==,2070720
