time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
Fallow,NNP,SEASON_REGEX,TIME,time_reference,"Lumsden is best known for ARIA-award winning album, Fallow.",1,0,,52282385
October 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2012, Lumsden released her debut EP titled Autumn Lawn under the band name Fanny Lumsden and the Thrillseekers.",0,2,== Career ==,52282385
Autumn,NNP,SEASON_REGEX,TIME,time_reference,"In October 2012, Lumsden released her debut EP titled Autumn Lawn under the band name Fanny Lumsden and the Thrillseekers.",0,2,== Career ==,52282385
September 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Her debut album Small Town Big Shot was released in September 2015 and nominated for the ARIA Award for Best Country Album at the ARIA Music Awards of 2016.,0,3,== Career ==,52282385
of 2016,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Her debut album Small Town Big Shot was released in September 2015 and nominated for the ARIA Award for Best Country Album at the ARIA Music Awards of 2016.,0,3,== Career ==,52282385
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The album produced two single's ""Soapbox"" and ""Land of Gold"", which reached number 1 on The Country Music Channel and she won CMC New OZ Music artist of the Year.",1,3,== Career ==,52282385
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017, Lumsden won her first Golden Guitar for New Talent of the Year.",0,4,== Career ==,52282385
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"In 2017, Lumsden won her first Golden Guitar for New Talent of the Year.",0,4,== Career ==,52282385
Later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,Later that year being nominated for another three Golden Guitars.,1,4,== Career ==,52282385
September 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Her second album Real Class Act was released in September 2017.,2,4,== Career ==,52282385
the 2018,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The album then went on to win the 2018 Australian Independent Record (AIR) Independent Country Album and was nominated for Best Country Album at the ARIA Music Awards of 2018.,3,4,== Career ==,52282385
of 2018,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The album then went on to win the 2018 Australian Independent Record (AIR) Independent Country Album and was nominated for Best Country Album at the ARIA Music Awards of 2018.,3,4,== Career ==,52282385
recently,RB,TIMELINE_REGEX,TIME,time_reference,Lumsden and her team recently took home a Golden Guitar for CMC Video Clip of the year two years in a row for her clips for Elastic Waistband and Real Men Dont Cry (War on pride),4,4,== Career ==,52282385
of the year two years,IN DT NN CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME NUMERAL TIME,time_reference,Lumsden and her team recently took home a Golden Guitar for CMC Video Clip of the year two years in a row for her clips for Elastic Waistband and Real Men Dont Cry (War on pride),4,4,== Career ==,52282385
13 March 2020,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 13 March 2020, Lumsden released her third studio album titled Fallow. '",0,6,== Career ==,52282385
Fallow,NNP,SEASON_REGEX,TIME,time_reference,"On 13 March 2020, Lumsden released her third studio album titled Fallow. '",0,6,== Career ==,52282385
Fallow,NNP,SEASON_REGEX,TIME,time_reference,"Fallow' went on to win the ARIA Award for Best Country Album in 2020, 5 CMAA Golden Guitar Awards (including Album of the Year) in 2021 and the AIR Award for Best Country Album.",1,6,== Career ==,52282385
2020,CD,YEAR_REGEX_1,TIME,time_reference,"Fallow' went on to win the ARIA Award for Best Country Album in 2020, 5 CMAA Golden Guitar Awards (including Album of the Year) in 2021 and the AIR Award for Best Country Album.",1,6,== Career ==,52282385
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Fallow' went on to win the ARIA Award for Best Country Album in 2020, 5 CMAA Golden Guitar Awards (including Album of the Year) in 2021 and the AIR Award for Best Country Album.",1,6,== Career ==,52282385
2021,CD,YEAR_REGEX_1,TIME,time_reference,"Fallow' went on to win the ARIA Award for Best Country Album in 2020, 5 CMAA Golden Guitar Awards (including Album of the Year) in 2021 and the AIR Award for Best Country Album.",1,6,== Career ==,52282385
night,NN,DAY_TIME_REGEX,TIME,time_reference,"The Australian Independent Record Awards (commonly known informally as AIR Awards) is an annual awards night to recognise, promote and celebrate the success of Australia's Independent Music sector.",0,12,== Awards == | === AIR Awards ===,52282385
the year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"The Australian Music Prize (the AMP) is an annual award of $30,000 given to an Australian band or solo artist in recognition of the merit of an album released during the year of award.",0,16,== Awards == | === Australian Music Prize ===,52282385
2005,CD,YEAR_REGEX_1,TIME,time_reference,They commenced in 2005.,1,16,== Awards == | === Australian Music Prize ===,52282385
2016,CD,YEAR_REGEX_1,TIME,time_reference,The awards commenced in 2016.,1,20,== Awards == | === National Live Music Awards ===,52282385
