time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"January 13 , 1993","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Sachika Misawa (三澤 紗千香, Misawa Sachika, born January 13, 1993) is a Japanese voice actress and singer from Yamanashi Prefecture who is affiliated with Stardust Promotion.",0,0,,38242560
2008,CD,YEAR_REGEX_1,TIME,time_reference,"Misawa began her voice acting career after winning the ""Kadokawa×Up-Front Style Idol Seiyū Audition 2008"" competition in February 2009.",0,2,== Biography ==,38242560
February 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Misawa began her voice acting career after winning the ""Kadokawa×Up-Front Style Idol Seiyū Audition 2008"" competition in February 2009.",0,2,== Biography ==,38242560
March 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,She graduated from high school in March 2011 and entered university in April of that same year.,2,2,== Biography ==,38242560
April,NNP,MONTH_REGEX,TIME,time_reference,She graduated from high school in March 2011 and entered university in April of that same year.,2,2,== Biography ==,38242560
year,NN,TIME_UNIT_REGEX,TIME,time_reference,She graduated from high school in March 2011 and entered university in April of that same year.,2,2,== Biography ==,38242560
March 2016,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,She finally graduated from university in March 2016.,3,2,== Biography ==,38242560
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, she landed a major role as Kuroyukihime from Accel World.",6,2,== Biography ==,38242560
"August 1 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"In this anime also, she was involved in the second ending with her debut single ""Unite"" released on August 1, 2012, under the label Warner Bros. Home Entertainment Japan.",7,2,== Biography ==,38242560
"February 20 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Then, She released her debut album Polaris on February 20, 2013.",8,2,== Biography ==,38242560
"August 21 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Misawa's second single ""Links"" (リンクス, Rinkusu) was released on August 21, 2013 and it was used as second ending theme for the anime television series A Certain Scientific Railgun S. Her third single, Faith, was released on 6 August 2014, which was the ending song of Argevollen.",10,2,== Biography ==,38242560
6 August 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Misawa's second single ""Links"" (リンクス, Rinkusu) was released on August 21, 2013 and it was used as second ending theme for the anime television series A Certain Scientific Railgun S. Her third single, Faith, was released on 6 August 2014, which was the ending song of Argevollen.",10,2,== Biography ==,38242560
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, she released her best album named -Infinite Selection-.",11,2,== Biography ==,38242560
previously,RB,TIMELINE_REGEX,TIME,time_reference,"While previously she communicates mostly in her official blog, she opened a Twitter account on 13 January 2019, during her 26th birthday.",12,2,== Biography ==,38242560
13 January 2019,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"While previously she communicates mostly in her official blog, she opened a Twitter account on 13 January 2019, during her 26th birthday.",12,2,== Biography ==,38242560
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In her birthday events in 2020, she also announced that she will be releasing new album in the Spring of 2020 under a big label,  which later revealed to be Universal Music Japan.",13,2,== Biography ==,38242560
