time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
11 February,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,0
29 January,CD NNP,DIGIT_REGEX_1 MONTH_REGEX,NUMERAL TIME,,0,0
1900 – 26 January 1975,CD NN CD NNP CD,YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1914,CD,YEAR_REGEX_1,TIME,time_reference,4,2
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,5,2
future,NN,TIMELINE_REGEX,TIME,time_reference,0,3
1919–1922,CD,YEAR_REGEX_1,TIME,time_reference,1,3
1925,CD,YEAR_REGEX_1,TIME,time_reference,2,3
1930,CD,YEAR_REGEX_1,TIME,time_reference,3,3
1997,CD,YEAR_REGEX_1,TIME,time_reference,5,3
September 1926,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,3
November,NNP,MONTH_REGEX,TIME,time_reference,11,3
year,NN,TIME_UNIT_REGEX,TIME,time_reference,11,3
1932,CD,YEAR_REGEX_1,TIME,time_reference,13,3
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,18,3
now,RB,TIMELINE_REGEX,TIME,time_reference,18,3
the future,DT NN,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,22,3
1933,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1934,CD,YEAR_REGEX_1,TIME,time_reference,0,4
the next few years,DT JJ JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,7,4
1936,CD,YEAR_REGEX_1,TIME,time_reference,8,4
1938,CD,YEAR_REGEX_1,TIME,time_reference,8,4
1940,CD,YEAR_REGEX_1,TIME,time_reference,8,4
Springtime,NNP,SEASON_REGEX,TIME,time_reference,8,4
1947,CD,YEAR_REGEX_1,TIME,time_reference,8,4
1941,CD,YEAR_REGEX_1,TIME,time_reference,9,4
1950,CD,YEAR_REGEX_1,TIME,time_reference,10,4
1962,CD,YEAR_REGEX_1,TIME,time_reference,14,4
the 1928,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,18,4
1935,CD,YEAR_REGEX_1,TIME,time_reference,0,6
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1936,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1938,CD,YEAR_REGEX_1,TIME,time_reference,0,10
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,14
1941–1945,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1945,CD,YEAR_REGEX_1,TIME,time_reference,0,15
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,16
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,18
Years,NNS,TIME_UNIT_REGEX,TIME,time_reference,0,19
1940,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,20
Springtime,NNP,SEASON_REGEX,TIME,time_reference,0,20
1949,CD,YEAR_REGEX_1,TIME,time_reference,0,21
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,22
1926,CD,YEAR_REGEX_1,TIME,time_reference,0,24
1921,CD,YEAR_REGEX_1,TIME,time_reference,0,24
1893-1951,JJ,YEAR_REGEX_1,TIME,time_reference,0,24
1931,CD,YEAR_REGEX_1,TIME,time_reference,0,25
about a year,IN DT NN,PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,25
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,7,25
1925-1978,JJ,YEAR_REGEX_1,TIME,time_reference,8,25
1982,CD,YEAR_REGEX_1,TIME,time_reference,11,25
January 1934,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,14,25
1937,CD,YEAR_REGEX_1,TIME,time_reference,14,25
