time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"October 4 , 1957","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Russell Wendell Simmons (born October 4, 1957) is an American entrepreneur, record executive, and writer.",0,0,,624457
2011,CD,YEAR_REGEX_1,TIME,time_reference,Simmons' net worth was estimated at $340 million in 2011.,2,0,,624457
2017,CD,YEAR_REGEX_1,TIME,time_reference,Simmons was accused of sexual misconduct and assault in 2017 and stepped down from his positions in Def Jam Recordings and other companies as a result of these allegations.,3,0,,624457
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018, it was reported that Simmons had moved to Bali, Indonesia, where there is no extradition treaty to the U.S.",4,0,,624457
"October 4 , 1957","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Russell Wendell Simmons was born in the Hollis neighborhood of New York City's Queens borough on October 4, 1957.",0,2,== Early life ==,624457
1975,CD,YEAR_REGEX_1,TIME,time_reference,"In 1975, after graduating from August Martin High School, Simmons briefly attended the City College of New York in Harlem where he met a young DJ/Bboy, Kurt Walker, who influenced him to participate in the hip hop phenomenon.",3,2,== Early life ==,624457
August,NNP,MONTH_REGEX,TIME,time_reference,"In 1975, after graduating from August Martin High School, Simmons briefly attended the City College of New York in Harlem where he met a young DJ/Bboy, Kurt Walker, who influenced him to participate in the hip hop phenomenon.",3,2,== Early life ==,624457
1977,CD,YEAR_REGEX_1,TIME,time_reference,"Upon hearing Eddie Cheeba perform in Harlem in 1977, Simmons knew that hip hop would be his career.",4,2,== Early life ==,624457
'77,NNP,YEAR_REGEX_2,TIME,time_reference,"Simmons stated, ""Hearing Cheeba in '77 made me feel like I had just witnessed the invention of the wheel.""",5,2,== Early life ==,624457
1984,CD,YEAR_REGEX_1,TIME,time_reference,"Simmons co-founded Def Jam in 1984 with Rick Rubin, who sold his share of the company for $120 million to Universal Music Group in 1996.",0,4,== Career ==,624457
