time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
4 July 1898 – 6 September 1952,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1904,CD,YEAR_REGEX_1,TIME,time_reference,3,2
the August,DT NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,3,2
1908,CD,YEAR_REGEX_1,TIME,time_reference,0,3
of the Christmas,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 HOLIDAY_REGEX,MODIFIER MODIFIER TIME,time_reference,0,3
1911,CD,YEAR_REGEX_1,TIME,time_reference,0,4
now,RB,TIMELINE_REGEX,TIME,time_reference,2,6
1916,CD,YEAR_REGEX_1,TIME,time_reference,0,7
twenty years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,7
28 May 1918,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,7
ten years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,7
1918,CD,YEAR_REGEX_1,TIME,time_reference,5,7
two weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,6,7
night,NN,DAY_TIME_REGEX,TIME,time_reference,7,7
two days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,7,7
early 1919,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,8
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,0,8
of the next two years,IN DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER NUMERAL TIME,time_reference,0,8
the end of 1920,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,0,9
October 1921,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,9
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,10
of 1924,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,11
fourteen weeks,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,11
of 1926,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,11
late 1925,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,11
November 1926,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,7,11
1927,CD,YEAR_REGEX_1,TIME,time_reference,0,12
1931,CD,YEAR_REGEX_1,TIME,time_reference,1,12
two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,12
1928,CD,YEAR_REGEX_1,TIME,time_reference,3,12
1929,CD,YEAR_REGEX_1,TIME,time_reference,6,12
1931,CD,YEAR_REGEX_1,TIME,time_reference,6,12
1930,CD,YEAR_REGEX_1,TIME,time_reference,7,12
1936,CD,YEAR_REGEX_1,TIME,time_reference,1,13
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,13
1936,CD,YEAR_REGEX_1,TIME,time_reference,0,15
Tonight,NNP,DAY_TIME_REGEX,TIME,time_reference,0,15
1937,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1939,CD,YEAR_REGEX_1,TIME,time_reference,1,15
1940,CD,YEAR_REGEX_1,TIME,time_reference,4,15
1952,CD,YEAR_REGEX_1,TIME,time_reference,4,15
June 1941,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,15
1950,CD,YEAR_REGEX_1,TIME,time_reference,8,15
1992,CD,YEAR_REGEX_1,TIME,time_reference,8,15
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,16
the next three years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,2,17
Decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,3,17
four years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,4,17
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,4,17
1945,CD,YEAR_REGEX_1,TIME,time_reference,6,17
May 1947,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,7,17
1945,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1945,CD,YEAR_REGEX_1,TIME,time_reference,3,21
weeks,NNS,TIME_UNIT_REGEX,TIME,time_reference,3,21
four years—go,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,4,21
lasted 36 hours,VBD CD NNS,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,,4,21
Hours,NNS,TIME_UNIT_REGEX,TIME,time_reference,7,21
1954,CD,YEAR_REGEX_1,TIME,time_reference,0,22
recently,RB,TIMELINE_REGEX,TIME,time_reference,0,22
later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,24
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,26
September,NNP,MONTH_REGEX,TIME,time_reference,0,26
1948,CD,YEAR_REGEX_1,TIME,time_reference,3,27
July 1949,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,28
one week,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,1,28
1993,CD,YEAR_REGEX_1,TIME,time_reference,2,28
of September,IN NNP,PREFIX_REGEX_1 MONTH_REGEX,MODIFIER TIME,time_reference,2,28
following the 1989,VBG DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,28
1949,CD,YEAR_REGEX_1,TIME,time_reference,4,28
1981,CD,YEAR_REGEX_1,TIME,time_reference,5,28
September,NNP,MONTH_REGEX,TIME,time_reference,7,28
decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,7,28
September,NNP,MONTH_REGEX,TIME,time_reference,9,28
Two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,29
those months,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,31
September,NNP,MONTH_REGEX,TIME,time_reference,0,31
1929 and 1950,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,34
1929,CD,YEAR_REGEX_1,TIME,time_reference,1,34
future,NN,TIMELINE_REGEX,TIME,time_reference,2,34
1932,CD,YEAR_REGEX_1,TIME,time_reference,7,34
1935,CD,YEAR_REGEX_1,TIME,time_reference,8,34
The following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,9,34
1950,CD,YEAR_REGEX_1,TIME,time_reference,0,35
Saturday,NNP,WEEK_REGEX,TIME,time_reference,4,35
Tuesday night,NNP NN,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,0,37
7 June 1938,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,37
one night,CD NN,BASIC_NUMBER_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,0,37
today,NN,TIMELINE_REGEX,TIME,time_reference,1,38
almost two weeks,RB CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,3,39
20 June 1938,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,3,39
five years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,5,39
1943,CD,YEAR_REGEX_1,TIME,time_reference,0,40
1947,CD,YEAR_REGEX_1,TIME,time_reference,1,40
of the 1913,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,40
