time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
of the late 1960s,IN DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,"Lee Conklin is an artist best known for his psychedelic  poster art of the late 1960s, and his iconic album cover for Santana's debut album.",0,0,,41591581
1941,CD,YEAR_REGEX_1,TIME,time_reference,"Conklin was born in Englewood Cliffs, New Jersey in 1941.",1,0,,41591581
Spring,NNP,SEASON_REGEX,TIME,time_reference,"He attended Spring Valley High School in New York, and Calvin College in Grand Rapids, Michigan.",2,0,,41591581
1965,CD,YEAR_REGEX_1,TIME,time_reference,"He was inducted into the army in 1965, married, and worked painting murals on mess halls in South Korea.",4,0,,41591581
1968 to 1970,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He moved to San Francisco after his discharge, and began creating concert posters for the growing music scene from 1968 to 1970.",5,0,,41591581
1972,CD,YEAR_REGEX_1,TIME,time_reference,"He moved to New York in 1972, working at various jobs to support his family.",6,0,,41591581
1990,CD,YEAR_REGEX_1,TIME,time_reference,Conklin returned to creating art full-time in 1990.,7,0,,41591581
currently,RB,TIMELINE_REGEX,TIME,time_reference,He currently lives in Central California with his wife.,8,0,,41591581
