time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
19 February 1905 – 28 December 1997,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1932,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1936,CD,YEAR_REGEX_1,TIME,time_reference,1,2
1965,CD,YEAR_REGEX_1,TIME,time_reference,4,2
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,4
222106660X,CD,YEAR_REGEX_1,TIME,time_reference,6,4
30 December 1997,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,6
5 May 2012,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,8
