time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"March 17 , 1975","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Ibrahim Jamil ""Ebro"" Darden (born March 17, 1975) is an American media executive and radio personality.",0,0,,42120131
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Until 2014, he was Vice President of Programming for Emmis Communications' New York contemporary urban station WQHT (Hot 97).",1,0,,42120131
currently,RB,TIMELINE_REGEX,TIME,time_reference,"He is currently a co-host of the Hot 97 morning show Ebro in the Morning, alongside Peter Rosenberg and Laura Stylez.",2,0,,42120131
97 morning,CD NN,DIGIT_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,"He is currently a co-host of the Hot 97 morning show Ebro in the Morning, alongside Peter Rosenberg and Laura Stylez.",2,0,,42120131
the Morning,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"He is currently a co-host of the Hot 97 morning show Ebro in the Morning, alongside Peter Rosenberg and Laura Stylez.",2,0,,42120131
of 2015,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"As of 2015, Darden also hosts a hip hop music-based radio show on Beats 1.",3,0,,42120131
1990,CD,YEAR_REGEX_1,TIME,time_reference,"Darden began his career in radio in 1990 at KSFM in Sacramento, California, while he was still a teenager.",0,5,== Career == | === Start in radio ===,42120131
night and morning,NN CC NN,DAY_TIME_REGEX LINKAGE_REGEX DAY_TIME_REGEX,TIME MODIFIER TIME,time_reference,"At KSFM he worked in research and as a sales runner until moving into programming as an intern, and later co-hosting for KSFM's night and morning shows.",1,5,== Career == | === Start in radio ===,42120131
1997,CD,YEAR_REGEX_1,TIME,time_reference,"In 1997, he worked at KBMB in Sacramento as programming and music director, as well as an afternoon host.",2,5,== Career == | === Start in radio ===,42120131
an afternoon,DT NN,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,"In 1997, he worked at KBMB in Sacramento as programming and music director, as well as an afternoon host.",2,5,== Career == | === Start in radio ===,42120131
mornings,NNS,DAY_TIME_REGEX,TIME,time_reference,"Eventually, Darden became operations manager at KBMB, while also co-hosting mornings at KXJM in Portland, Oregon, in 1999.",3,5,== Career == | === Start in radio ===,42120131
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Eventually, Darden became operations manager at KBMB, while also co-hosting mornings at KXJM in Portland, Oregon, in 1999.",3,5,== Career == | === Start in radio ===,42120131
2003,CD,YEAR_REGEX_1,TIME,time_reference,"In 2003, Darden became music director for WQHT, ultimately becoming the program director for the station in 2007.",0,7,== Career == | === Hot 97 ===,42120131
2007,CD,YEAR_REGEX_1,TIME,time_reference,"In 2003, Darden became music director for WQHT, ultimately becoming the program director for the station in 2007.",0,7,== Career == | === Hot 97 ===,42120131
97 morning,CD NN,DIGIT_REGEX_1 DAY_TIME_REGEX,NUMERAL TIME,,"Darden worked alongside several past WQHT Hot 97 morning show co-hosts including Star and Buckwild, Miss Jones, DJ Envy, Sway, and Joe Budden from 2004 to 2007, and introduced Cipha Sounds and Peter Rosenberg to the AM drive in 2009.",1,7,== Career == | === Hot 97 ===,42120131
2004 to 2007,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Darden worked alongside several past WQHT Hot 97 morning show co-hosts including Star and Buckwild, Miss Jones, DJ Envy, Sway, and Joe Budden from 2004 to 2007, and introduced Cipha Sounds and Peter Rosenberg to the AM drive in 2009.",1,7,== Career == | === Hot 97 ===,42120131
the AM,DT NNP,PREFIX_REGEX_1 HALFDAY_REGEX_1,MODIFIER TIME,time_reference,"Darden worked alongside several past WQHT Hot 97 morning show co-hosts including Star and Buckwild, Miss Jones, DJ Envy, Sway, and Joe Budden from 2004 to 2007, and introduced Cipha Sounds and Peter Rosenberg to the AM drive in 2009.",1,7,== Career == | === Hot 97 ===,42120131
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Darden worked alongside several past WQHT Hot 97 morning show co-hosts including Star and Buckwild, Miss Jones, DJ Envy, Sway, and Joe Budden from 2004 to 2007, and introduced Cipha Sounds and Peter Rosenberg to the AM drive in 2009.",1,7,== Career == | === Hot 97 ===,42120131
