time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
8 August 1951,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"James Leslie Binks (born 8 August 1951  in Portadown, Northern Ireland), is a Northern Irish heavy metal drummer, who is most notable for having been the drummer for Judas Priest from 1977 to 1979.",0,0,,4249785
1977 to 1979,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"James Leslie Binks (born 8 August 1951  in Portadown, Northern Ireland), is a Northern Irish heavy metal drummer, who is most notable for having been the drummer for Judas Priest from 1977 to 1979.",0,0,,4249785
Previously,RB,TIMELINE_REGEX,TIME,time_reference,"Previously working for Eric Burdon, Binks was a drummer on Roger Glover's album The Butterfly Ball and the Grasshopper's Feast (1974).",0,2,== History ==,4249785
1974,CD,YEAR_REGEX_1,TIME,time_reference,"Previously working for Eric Burdon, Binks was a drummer on Roger Glover's album The Butterfly Ball and the Grasshopper's Feast (1974).",0,2,== History ==,4249785
1976,CD,YEAR_REGEX_1,TIME,time_reference,"One of the featured vocalists, Eddie Hardin, later released his own albums, the first of which was Eddie Hardin's Wizard's Convention (1976), which again included Binks on drums.",3,2,== History ==,4249785
1974,CD,YEAR_REGEX_1,TIME,time_reference,"Binks played for the pop band Fancy who had two U.S. hits in 1974 with a cover of ""Wild Thing"", and ""Touch Me"".",0,3,== History ==,4249785
March 1977,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Through his connection to Roger Glover who had just wrapped up production of their album Sin After Sin, Binks joined the up-and-coming heavy metal act Judas Priest in March 1977 for their world tour – their first on American soil.",1,3,== History ==,4249785
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Binks remained with the band for two and a half years, until July 1979, recording the studio albums Stained Class and  Killing Machine and the live album Unleashed in the East.",2,3,== History ==,4249785
July 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Binks remained with the band for two and a half years, until July 1979, recording the studio albums Stained Class and  Killing Machine and the live album Unleashed in the East.",2,3,== History ==,4249785
2017,CD,YEAR_REGEX_1,TIME,time_reference,"Binks said in 2017 that he left because he felt he was essentially hired as a ""freelance session drummer"" by the band and was never made an official member.",7,3,== History ==,4249785
1979,CD,YEAR_REGEX_1,TIME,time_reference,"In 1979, Binks joined Charlie Whitney and Axis Point and remained active in the British hard rock/heavy metal underground.",9,3,== History ==,4249785
1981,CD,YEAR_REGEX_1,TIME,time_reference,"In 1981, he was a member of Lionheart which featured Dennis Stratton (ex-Iron Maiden) on guitar and Jess Cox (ex-Tygers of Pan Tang) on vocals, though this was only a brief stint.",10,3,== History ==,4249785
1981,CD,YEAR_REGEX_1,TIME,time_reference,"Also in 1981, Binks played on the album Finardi by Italian rock singer Eugenio Finardi.",11,3,== History ==,4249785
1981,CD,YEAR_REGEX_1,TIME,time_reference,Binks toured with the bands Lionheart (1981) and Tytan (1982–1983) soon after their first single release.,0,4,== History ==,4249785
1982–1983,CD,YEAR_REGEX_1,TIME,time_reference,Binks toured with the bands Lionheart (1981) and Tytan (1982–1983) soon after their first single release.,0,4,== History ==,4249785
2013,CD,YEAR_REGEX_1,TIME,time_reference,"In 2013, he joined the band Raw Glory, which also featured singer Paul Manzi (of Arena).",0,6,== History ==,4249785
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, Binks played live around London in Broken Bones with ex-Bad II The Bone members Ed Hudson and Paul Smith, and in original prog-folk-rock band Kindred Spirit with whom he recorded the album Phoenix Rising.",1,6,== History ==,4249785
2017 and 2018,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"During 2017 and 2018, he performed classic Judas Priest songs live with a new band called Les Binks' Priesthood.",0,7,== History ==,4249785
late 2019,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He then intended to join the band KK's Priest after a one-time show in late 2019 playing Judas Priest songs at KK's Steelmill, along with other former Judas Priest members KK Downing (guitar) and Tim ""Ripper"" Owens (vocals).",1,7,== History ==,4249785
2020,CD,YEAR_REGEX_1,TIME,time_reference,"However, Binks reportedly suffered a fractured wrist prior to the recording of KK's Priest's first album in 2020, so he was replaced by Sean Elg (The Three Tremors).",3,7,== History ==,4249785
