time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"May 11 , 1933","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0
1981,CD,YEAR_REGEX_1,TIME,time_reference,1,1
October 1995,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,7,1
March,NNP,MONTH_REGEX,TIME,time_reference,7,1
2007,CD,YEAR_REGEX_1,TIME,time_reference,7,1
2015,CD,YEAR_REGEX_1,TIME,time_reference,9,1
March,NNP,MONTH_REGEX,TIME,time_reference,9,1
2019,CD,YEAR_REGEX_1,TIME,time_reference,10,1
"May 11 , 1933","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,3
1900–1988,CD,YEAR_REGEX_1,TIME,time_reference,0,3
a 1996,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,3,3
1936,CD,YEAR_REGEX_1,TIME,time_reference,4,3
12 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,5,3
A year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,6,3
1946,CD,YEAR_REGEX_1,TIME,time_reference,7,3
Hour,NNP,TIME_UNIT_REGEX,TIME,time_reference,7,3
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,4
1953,CD,YEAR_REGEX_1,TIME,time_reference,0,5
year,NN,TIME_UNIT_REGEX,TIME,time_reference,1,5
1953–1995,CD,YEAR_REGEX_1,TIME,time_reference,1,6
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7
500 a week,CD DT NN,DIGIT_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,NUMERAL MODIFIER TIME,,1,7
1953–1954,CD,YEAR_REGEX_1,TIME,time_reference,2,7
1956,CD,YEAR_REGEX_1,TIME,time_reference,2,7
