time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1996-98,JJ,YEAR_REGEX_1,TIME,time_reference,In 1996-98 she acted as assistant choirmaster in Bach-Collegium Praha under Vladimír Novák.,2,2,== Biography ==,2466215
1999,CD,YEAR_REGEX_1,TIME,time_reference,In 1999 she formed ensemble,3,2,== Biography ==,2466215
September 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,She was engaged in Collegium 419 until September 2007.,5,2,== Biography ==,2466215
Summer,NNP,SEASON_REGEX,TIME,time_reference,She co-ordinated under auspices of Czech Sacred Music Society first two cycles of the International Summer school of Sacred Music Convivium (2004–2005) in Premonstratensian monastery Želiv.,1,3,== Biography ==,2466215
2004–2005,CD,YEAR_REGEX_1,TIME,time_reference,She co-ordinated under auspices of Czech Sacred Music Society first two cycles of the International Summer school of Sacred Music Convivium (2004–2005) in Premonstratensian monastery Želiv.,1,3,== Biography ==,2466215
of 2009 and 2011 year-classes,IN CD CC CD NNS,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME MODIFIER TIME TIME,time_reference,She also participated in production of 2009 and 2011 year-classes.,2,3,== Biography ==,2466215
September 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2005, she realized with Collegium 419 the revival-premiere of the Responsories by Jakub Jan Ryba (Czech late-18th century composer) at the St. Wenceslas Festivities International Festival of Sacred Arts.",2,4,== Biography ==,2466215
Jan,NNP,MONTH_ABBR_REGEX,TIME,time_reference,"In September 2005, she realized with Collegium 419 the revival-premiere of the Responsories by Jakub Jan Ryba (Czech late-18th century composer) at the St. Wenceslas Festivities International Festival of Sacred Arts.",2,4,== Biography ==,2466215
late-18th century,JJ NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"In September 2005, she realized with Collegium 419 the revival-premiere of the Responsories by Jakub Jan Ryba (Czech late-18th century composer) at the St. Wenceslas Festivities International Festival of Sacred Arts.",2,4,== Biography ==,2466215
March 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,In March 2010 she realized with the new ensemble Sursum Corda Musikalische Exequien by Heinrich Schütz at the Sacred Music Cycle Lenten Fridays in Prague (organised by Collegium Marianum).,0,5,== Biography ==,2466215
Fridays,NNP,WEEK_REGEX,TIME,time_reference,In March 2010 she realized with the new ensemble Sursum Corda Musikalische Exequien by Heinrich Schütz at the Sacred Music Cycle Lenten Fridays in Prague (organised by Collegium Marianum).,0,5,== Biography ==,2466215
2010,CD,YEAR_REGEX_1,TIME,time_reference,Since 2010 she co-operates with Premonstratensian monastery Želiv as an Artistic Director of the newly founded festival Zeliv Culture Summer - Musica Figurata.,0,6,== Biography ==,2466215
Summer,NNP,SEASON_REGEX,TIME,time_reference,Since 2010 she co-operates with Premonstratensian monastery Želiv as an Artistic Director of the newly founded festival Zeliv Culture Summer - Musica Figurata.,0,6,== Biography ==,2466215
Summer,NNP,SEASON_REGEX,TIME,time_reference,Letní hudební festival Musica Figurata - Summer Music Festival (in Czech),0,11,== External links ==,2466215
Summer,NNP,SEASON_REGEX,TIME,time_reference,International Summer School of Sacred Music Convivium (in Czech),0,12,== External links ==,2466215
