time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
28 November 1935 – 29 May 2010,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,2,2
Twenty years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,4
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,5
a few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,0,5
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,5
1964 and 1965,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,5
1966,CD,YEAR_REGEX_1,TIME,time_reference,3,5
1969 to 1981,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,6
The last decades,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,6
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,6
29 May 2010,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,7
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1969 to 1981,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,9
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,4,9
1978,CD,YEAR_REGEX_1,TIME,time_reference,5,9
Year,NNP,TIME_UNIT_REGEX,TIME,time_reference,6,9
Day 1979,NNP CD,TIME_UNIT_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,9
thirty-two days,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,6,9
medievalism,NN,TIMELINE_REGEX,TIME,time_reference,11,9
March 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,16,9
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,11
1979,CD,YEAR_REGEX_1,TIME,time_reference,1,11
1836,CD,YEAR_REGEX_1,TIME,time_reference,2,14
1837,CD,YEAR_REGEX_1,TIME,time_reference,3,14
the 1830s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,14
1835,CD,YEAR_REGEX_1,TIME,time_reference,8,14
"1957 , 1958","CD , CD",YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,0,16
1958,CD,YEAR_REGEX_1,TIME,time_reference,0,17
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,18
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,19
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,20
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,21
2014,CD,YEAR_REGEX_1,TIME,time_reference,0,25
2016,CD,YEAR_REGEX_1,TIME,time_reference,0,26
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,29
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,30
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,31
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,32
