time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"July 15 , 1998","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kailee Moore (born July 15, 1998), professionally known as Kailee Morgue, is an American singer-songwriter.",0,0,,58796767
late 2015,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Kailee first began posting on her YouTube channel in late 2015, and started with covers of songs.",0,2,== Career ==,58796767
January 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In January 2017, Morgue tweeted a preview of ""Medusa"" that went viral.",2,2,== Career ==,58796767
Later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Later that year, Morgue signed a deal with Republic Records.",3,2,== Career ==,58796767
October 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"A music video for ""Medusa"" was released in October 2017.",4,2,== Career ==,58796767
August 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Morgue performed at her first music festival, Outside Lands Music and Arts Festival in August 2018.",6,2,== Career ==,58796767
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018, Morgue released the single ""Siren"" continuing the Greek mythology theme to her songs such as ""Medusa.""",7,2,== Career ==,58796767
a nightmare,DT NN,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,"Atwood Magazine described Morgue's singing as a mixture of light and dark ""like a dream within a nightmare, or vice versa.""",2,4,== Artistry ==,58796767
2018,CD,YEAR_REGEX_1,TIME,time_reference,Medusa (2018),0,9,== Discography == | === Extended plays ===,58796767
2020,CD,YEAR_REGEX_1,TIME,time_reference,Here in Your Bedroom (2020),0,10,== Discography == | === Extended plays ===,58796767
June,NNP,MONTH_REGEX,TIME,time_reference,"""June""",0,18,== Discography == | === Singles ===,58796767
2017,CD,YEAR_REGEX_1,TIME,time_reference,"""Medusa"" (2017)",0,20,== Discography == | === Singles ===,58796767
2020,CD,YEAR_REGEX_1,TIME,time_reference,"""Knew You"" (2020)",0,24,== Discography == | === Singles ===,58796767
2021,CD,YEAR_REGEX_1,TIME,time_reference,"""Butterflies"" (2021)",0,25,== Discography == | === Singles ===,58796767
Another Day,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"""Another Day In Paradise"" (2022)",0,26,== Discography == | === Singles ===,58796767
2022,CD,YEAR_REGEX_1,TIME,time_reference,"""Another Day In Paradise"" (2022)",0,26,== Discography == | === Singles ===,58796767
