time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"November 16 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Bernard Wright (born November 16, 1963) is an American funk and jazz keyboardist and singer who began his career as a session musician and later released four solo albums.",0,0,,16076074
1981,CD,YEAR_REGEX_1,TIME,time_reference,"GRP Records signed him in 1981 and released his debut album 'Nard, tracks from which were prominently sampled in hits by Dr. Dre, Snoop Dogg, Skee-Lo, and LL Cool J.",5,2,== Biography ==,16076074
2001,CD,YEAR_REGEX_1,TIME,time_reference,The album was re-released in 2001.,6,2,== Biography ==,16076074
1983,CD,YEAR_REGEX_1,TIME,time_reference,He followed with Funky Beat (1983) on Arista and Mr. Wright (1985) on Manhattan Records.,7,2,== Biography ==,16076074
1985,CD,YEAR_REGEX_1,TIME,time_reference,He followed with Funky Beat (1983) on Arista and Mr. Wright (1985) on Manhattan Records.,7,2,== Biography ==,16076074
1990,CD,YEAR_REGEX_1,TIME,time_reference,In 1990 he released the gospel album Fresh Hymns.,9,2,== Biography ==,16076074
2000,CD,YEAR_REGEX_1,TIME,time_reference,In 2000 he formed a trio with Alfredo Elias and Damon Banks and released the album Back To Our Roots.,10,2,== Biography ==,16076074
days,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Since his recording days, Wright has continued playing keyboards in Dallas, where he mentors younger artists.",12,2,== Biography ==,16076074
