time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
the 2015,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"With Pras Michael and Ben Patterson, Rachtman produced the 2015 film Sweet Micky for President, a documentary about Michel Martelly's path to the Haitian presidency.",2,0,,58546398
weekends,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Growing up, she was ""obsessed"" with music, and would go to her father's house on weekends and listen to his records.",2,2,== Early life ==,58546398
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Rachtman was first exposed to the film industry through the actress Karen Black, who her father dated in the 1970s.",3,2,== Early life ==,58546398
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"She dropped out of high school, and remained in New Zealand for a year.",5,2,== Early life ==,58546398
1982,CD,YEAR_REGEX_1,TIME,time_reference,Rachtman moved to New York in 1982.,0,5,"== Career == | === Cannon Films,Texasville, Reservoir Dogs ===",58546398
1990,CD,YEAR_REGEX_1,TIME,time_reference,"In 1990, she was hired by Peter Bogdanovich to music supervise Texasville, and received her first credit as a  music supervisor on a major film.",5,5,"== Career == | === Cannon Films,Texasville, Reservoir Dogs ===",58546398
later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"She founded her company, Mind Your Music, later that year.",6,5,"== Career == | === Cannon Films,Texasville, Reservoir Dogs ===",58546398
1992,CD,YEAR_REGEX_1,TIME,time_reference,"In 1992, producer Stacey Sher introduced Rachtman to Quentin Tarantino, who was working on his feature-length debut, Reservoir Dogs.",7,5,"== Career == | === Cannon Films,Texasville, Reservoir Dogs ===",58546398
1994,CD,YEAR_REGEX_1,TIME,time_reference,"In 1994, Rachtman worked on 15 films, including two, simultaneously:  Reality Bites, with director Ben Stiller, and Pulp Fiction  with Tarantino.",0,7,"== Career == | === Reality Bites, Pulp Fiction, Clueless, Capitol and Interscope Records ===",58546398
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"The Reality Bites soundtrack was one of the biggest records of the year; its lead single, Lisa Loeb's ""Stay (I Missed You),"" was the first song by an independent artist to hit #1 on the Billboard Pop Charts.",1,7,"== Career == | === Reality Bites, Pulp Fiction, Clueless, Capitol and Interscope Records ===",58546398
the end of the 1990s,DT NN IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,"By the end of the 1990s, Rachtman had music supervised or executive produced soundtracks for Clueless, Get Shorty,  Basketball Diaries, Romeo + Juliet, Grace of My Heart, Boogie Nights, Bulworth and The Rugrats Movie,  among others.",4,7,"== Career == | === Reality Bites, Pulp Fiction, Clueless, Capitol and Interscope Records ===",58546398
Nights,NNP,DAY_TIME_REGEX,TIME,time_reference,"By the end of the 1990s, Rachtman had music supervised or executive produced soundtracks for Clueless, Get Shorty,  Basketball Diaries, Romeo + Juliet, Grace of My Heart, Boogie Nights, Bulworth and The Rugrats Movie,  among others.",4,7,"== Career == | === Reality Bites, Pulp Fiction, Clueless, Capitol and Interscope Records ===",58546398
1994,CD,YEAR_REGEX_1,TIME,time_reference,"In 1994, she was named vice president of soundtracks and A&R for Capitol Records, and in 1997—engineered in part by Beatty—she was appointed head of soundtracks  for Interscope Records.",7,7,"== Career == | === Reality Bites, Pulp Fiction, Clueless, Capitol and Interscope Records ===",58546398
1997—engineered,CD,YEAR_REGEX_1,TIME,time_reference,"In 1994, she was named vice president of soundtracks and A&R for Capitol Records, and in 1997—engineered in part by Beatty—she was appointed head of soundtracks  for Interscope Records.",7,7,"== Career == | === Reality Bites, Pulp Fiction, Clueless, Capitol and Interscope Records ===",58546398
2002,CD,YEAR_REGEX_1,TIME,time_reference,"In 2002, Rachtman went to Scholastic with an idea for a series of children's picture books called Hip Kid Hop.",0,9,"== Career == | === Hip Kid Hop,  Archie's Final Project,  Sweet Micky for President, Mind Your Music NZ LTD ===",58546398
2009,CD,YEAR_REGEX_1,TIME,time_reference,"She music supervised and executive produced Archie's Final Project (originally released as My Suicide) in 2009, a dark comedy about a teenager who becomes the most popular kid in his high school when he announces he is going to kill himself on camera for his final video class project.",4,9,"== Career == | === Hip Kid Hop,  Archie's Final Project,  Sweet Micky for President, Mind Your Music NZ LTD ===",58546398
