time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
26 September 1951,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Haris Džinović (born 26 September 1951) is a Bosnian and former Yugoslavian folk singer, composer and lyricist.",0,0,,67638537
1981,CD,YEAR_REGEX_1,TIME,time_reference,"Džinović is one of the best known singers of Southeastern Europe, having been active on the music scene since 1981, when he founded his own group Sar e Roma, with which he recorded three albums from 1982 to 1985.",1,0,,67638537
1982 to 1985,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Džinović is one of the best known singers of Southeastern Europe, having been active on the music scene since 1981, when he founded his own group Sar e Roma, with which he recorded three albums from 1982 to 1985.",1,0,,67638537
1989,CD,YEAR_REGEX_1,TIME,time_reference,He has been a solo singer since 1989.,2,0,,67638537
