time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
12 March 1923,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
10 April 2005,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0
of 1938,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,0
a few months,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,0
the 1946,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,0
1947,CD,YEAR_REGEX_1,TIME,time_reference,7,0
1948,CD,YEAR_REGEX_1,TIME,time_reference,7,0
of the 20th century,IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,8,0
1960,CD,YEAR_REGEX_1,TIME,time_reference,0,1
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1987,CD,YEAR_REGEX_1,TIME,time_reference,0,4
1992,CD,YEAR_REGEX_1,TIME,time_reference,2,4
of 1734,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,4
of 1725,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,4
of 1713,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,4
