time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
15 August 1950,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"John Porter (born 15 August 1950) is an English-born musician, composer and songwriter, living in Poland since 1976.",0,0,,26552547
1976,CD,YEAR_REGEX_1,TIME,time_reference,"John Porter (born 15 August 1950) is an English-born musician, composer and songwriter, living in Poland since 1976.",0,0,,26552547
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In 2006, their daughter Pola was born.",2,1,,26552547
