time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"August 30 , 1934 or 1941 – March 18 , 1976","NNP CD , CD CC CD IN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Luther Johnson (born Lucious Brinson, August 30, 1934 or 1941 – March 18, 1976), sometimes credited with the sobriquets ""Georgia Boy"", ""Snake"", or ""Snake Boy"", was an American Chicago blues and electric blues guitarist, singer and songwriter.",0,0,,35173096
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Sources give different years of birth, ranging from 1934 to 1941 (according to his headstone), though 1939 has also been published.",1,3,== Life and career ==,35173096
1934 to 1941,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Sources give different years of birth, ranging from 1934 to 1941 (according to his headstone), though 1939 has also been published.",1,3,== Life and career ==,35173096
1939,CD,YEAR_REGEX_1,TIME,time_reference,"Sources give different years of birth, ranging from 1934 to 1941 (according to his headstone), though 1939 has also been published.",1,3,== Life and career ==,35173096
the early 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"He relocated to Chicago, Illinois, in the early 1960s.",5,3,== Life and career ==,35173096
1963,CD,YEAR_REGEX_1,TIME,time_reference,"He backed Elmore James prior to his James's death in 1963, and joined Muddy Waters' backing band in 1966.",6,3,== Life and career ==,35173096
1966,CD,YEAR_REGEX_1,TIME,time_reference,"He backed Elmore James prior to his James's death in 1963, and joined Muddy Waters' backing band in 1966.",6,3,== Life and career ==,35173096
1968,CD,YEAR_REGEX_1,TIME,time_reference,"He recorded his debut album, Come On Home, in 1968, with Muddy Waters' band.",8,3,== Life and career ==,35173096
1970,CD,YEAR_REGEX_1,TIME,time_reference,"In 1970, Johnson moved to Boston, Massachusetts, and found work on the blues festival and college circuits for the next few years.",9,3,== Life and career ==,35173096
the next few years,DT JJ JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,"In 1970, Johnson moved to Boston, Massachusetts, and found work on the blues festival and college circuits for the next few years.",9,3,== Life and career ==,35173096
1974,CD,YEAR_REGEX_1,TIME,time_reference,"It was followed by Chicken Shack (1974), Lonesome in My Bedroom (1975), and the final album issued in his lifetime, Get Down to the Nitty Gritty (1976).",11,3,== Life and career ==,35173096
1975,CD,YEAR_REGEX_1,TIME,time_reference,"It was followed by Chicken Shack (1974), Lonesome in My Bedroom (1975), and the final album issued in his lifetime, Get Down to the Nitty Gritty (1976).",11,3,== Life and career ==,35173096
1976,CD,YEAR_REGEX_1,TIME,time_reference,"It was followed by Chicken Shack (1974), Lonesome in My Bedroom (1975), and the final album issued in his lifetime, Get Down to the Nitty Gritty (1976).",11,3,== Life and career ==,35173096
"March 18 , 1976","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Johnson died of cancer in Boston on March 18, 1976.",13,3,== Life and career ==,35173096
