time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"February 19 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jung Yoo-jin (born February 19, 1989), also known as Eugene Jung, is a South Korean model and actress.",0,0,,51136737
2015,CD,YEAR_REGEX_1,TIME,time_reference,"She is known for her roles in Korean dramas, such as Heard It Through the Grapevine (2015), Moorim School and W.",2,0,,51136737
February 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In February 2018, Jung signed with new management agency FNC Entertainment.",0,1,,51136737
