time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"July 14 , 1938","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Tommy Vig (July 14, 1938) is a percussionist, arranger, bandleader, and composer.",0,0,,33057496
the 1947,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"At the age of 9, his drumming won him the 1947 MGM-Jazz Competition in Budapest.",3,2,== Life and work ==,33057496
1955,CD,YEAR_REGEX_1,TIME,time_reference,Vig completed his studies at the Bartók Conservatory in 1955 and the Ferenc Erkel Music High School in 1956.,0,3,== Life and work ==,33057496
1956,CD,YEAR_REGEX_1,TIME,time_reference,Vig completed his studies at the Bartók Conservatory in 1955 and the Ferenc Erkel Music High School in 1956.,0,3,== Life and work ==,33057496
of 1956,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Following the crushing of the Hungarian Revolution of 1956, he fled to Vienna, where he played concerts with Fatty George and Joe Zawinul.",1,3,== Life and work ==,33057496
1961,CD,YEAR_REGEX_1,TIME,time_reference,"In 1961 he settled in Las Vegas, where he performed with Frank Sinatra, Sammy Davis Jr., Tony Curtis, Woody Allen, Judy Garland, and Tony Bennett.",5,3,== Life and work ==,33057496
1970,CD,YEAR_REGEX_1,TIME,time_reference,"In 1970, Vig moved to Los Angeles, where he worked in the studios of Warner Bros., Fox, Universal, CBS, Columbia, ABC, Disney, Goldwyn, MGM, and Paramount.",0,4,== Life and work ==,33057496
about 1500,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He participated in about 1500 studio sessions in Hollywood, including two Academy Awards, and produced, directed, and conducted the official 1984 Olympic Jazz Festival for the Los Angeles Olympic Organizing Committee.",1,4,== Life and work ==,33057496
the official 1984,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"He participated in about 1500 studio sessions in Hollywood, including two Academy Awards, and produced, directed, and conducted the official 1984 Olympic Jazz Festival for the Los Angeles Olympic Organizing Committee.",1,4,== Life and work ==,33057496
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,He also organized and conducted the annual Las Vegas Caesars Palace Mini-Jazz Festivals for many years.,2,4,== Life and work ==,33057496
1986,CD,YEAR_REGEX_1,TIME,time_reference,He played on the Jazz Festival Münster 1986 with Lajos Dudas and participated with the hr-Jazzensemble and Martin Breinschmid.,6,4,== Life and work ==,33057496
fifty years,NN NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Over the past fifty years his classical compositions were performed by symphony orchestras in the United States, Germany, and Hungary.",1,5,== Life and work ==,33057496
1994,CD,YEAR_REGEX_1,TIME,time_reference,Vig was awarded the EmErTon Prize by the Hungarian State Radio in Budapest in 1994.,3,5,== Life and work ==,33057496
2006,CD,YEAR_REGEX_1,TIME,time_reference,"The Hungarian Jazz Federation awarded him first prize in Musical Arrangement in 2006, while the Budapest Jazz Orchestra commissioned and performed his piece ""Budapest 1956"" in front of U.S. Ambassador April H. Foley at the Museum of Fine Arts.",4,5,== Life and work ==,33057496
