time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
"March 13 , 1915 – 13 October 2006","NNP CD , CD VBD CD NNP CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER NUMERAL TIME TIME,time_reference,0,0
1915,CD,YEAR_REGEX_1,TIME,time_reference,0,2
1934,CD,YEAR_REGEX_1,TIME,time_reference,1,2
the 1940s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,2
1940,CD,YEAR_REGEX_1,TIME,time_reference,9,2
1972,CD,YEAR_REGEX_1,TIME,time_reference,13,2
13 October 2006,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,14,2
2014,CD,YEAR_REGEX_1,TIME,time_reference,0,6
2015,CD,YEAR_REGEX_1,TIME,time_reference,0,7
