time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
10 February 1820 – 17 June 1901,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
six years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,2,0
1842,CD,YEAR_REGEX_1,TIME,time_reference,0,1
four years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,1
1855,CD,YEAR_REGEX_1,TIME,time_reference,3,1
1848,CD,YEAR_REGEX_1,TIME,time_reference,6,1
